,hash,n,m,k,t,n_flips,method,runtime,cf,file_name,internal_time,num_ones_ground,num_ones_noisy,num_zeros_ground,num_zeros_noisy,s,simNo,termination_condition,avg_node_time,model_preparation_time,n_nodes,optimization_time
0,4428719,80,80,130.0,1040.0,101,PhISCS_I_,777.7251043319702,1.0,simNo_1-s_10-m_80-n_80.SC.ground,750.6466326713562,1269,1139,5131,5261,10,1,optimality,,,,
1,4428719,80,80,130.0,1040.0,105,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1086.9013133049011,1.0,simNo_1-s_10-m_80-n_80.SC.ground,1041.202968597412,1269,1139,5131,5261,10,1,time_limit,0.9758228384230666,28.679058074951172,1067,1044.2817525863647
2,1047624,80,80,130.0,1040.0,105,PhISCS_I_,110.30006265640259,1.0,simNo_2-s_10-m_80-n_80.SC.ground,82.66728663444519,1464,1334,4936,5066,10,2,optimality,,,,
3,1047624,80,80,130.0,1040.0,105,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1085.7202608585358,1.0,simNo_2-s_10-m_80-n_80.SC.ground,1041.0229091644287,1464,1334,4936,5066,10,2,time_limit,1.2437549691331287,27.561382055282593,837,1048.4368875026703
4,2245046,80,80,130.0,1040.0,100,PhISCS_I_,759.9704163074493,1.0,simNo_3-s_10-m_80-n_80.SC.ground,732.4323763847351,978,848,5422,5552,10,3,optimality,,,,
5,2245046,80,80,130.0,1040.0,104,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1089.360252380371,1.0,simNo_3-s_10-m_80-n_80.SC.ground,1041.9578635692596,978,848,5422,5552,10,3,time_limit,1.1132028456936536,29.16521191596985,936,1047.337462425232
6,6843506,80,80,130.0,1040.0,99,PhISCS_I_,265.7020733356476,1.0,simNo_4-s_10-m_80-n_80.SC.ground,237.75329542160034,1062,932,5338,5468,10,4,optimality,,,,
7,6843506,80,80,130.0,1040.0,99,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1086.846155166626,1.0,simNo_4-s_10-m_80-n_80.SC.ground,1040.063004732132,1062,932,5338,5468,10,4,time_limit,1.1818897781046953,29.315065383911133,880,1046.8186855316162
8,7917872,80,80,130.0,1040.0,92,PhISCS_I_,732.1589965820312,1.0,simNo_5-s_10-m_80-n_80.SC.ground,703.9263925552368,923,793,5477,5607,10,5,optimality,,,,
9,7917872,80,80,130.0,1040.0,95,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1086.991640329361,1.0,simNo_5-s_10-m_80-n_80.SC.ground,1040.118619441986,923,793,5477,5607,10,5,time_limit,1.2441610280406532,28.343270301818848,836,1047.8673787117004
10,6795244,80,80,130.0,1040.0,107,PhISCS_I_,183.46032094955444,1.0,simNo_6-s_10-m_80-n_80.SC.ground,155.98563385009766,1414,1284,4986,5116,10,6,optimality,,,,
11,6795244,80,80,130.0,1040.0,107,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1092.5830655097961,1.0,simNo_6-s_10-m_80-n_80.SC.ground,1042.269077539444,1414,1284,4986,5116,10,6,time_limit,1.1516785387176176,33.04672336578369,905,1047.6971416473389
12,7016273,80,80,130.0,1040.0,102,PhISCS_I_,111.75689315795898,1.0,simNo_7-s_10-m_80-n_80.SC.ground,84.1450707912445,1258,1128,5142,5272,10,7,optimality,,,,
13,7016273,80,80,130.0,1040.0,103,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1085.528546333313,1.0,simNo_7-s_10-m_80-n_80.SC.ground,1040.631689786911,1258,1128,5142,5272,10,7,time_limit,0.8671930748224258,28.85737371444702,1200,1041.8286125659943
14,1706866,80,80,130.0,1040.0,104,PhISCS_I_,98.63776469230652,1.0,simNo_8-s_10-m_80-n_80.SC.ground,70.9564950466156,1514,1384,4886,5016,10,8,optimality,,,,
15,1706866,80,80,130.0,1040.0,105,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1083.6859948635101,1.0,simNo_8-s_10-m_80-n_80.SC.ground,1041.0774354934692,1514,1384,4886,5016,10,8,time_limit,0.8733871103133131,28.06576943397522,1192,1040.7939670085907
16,2326843,80,80,130.0,1040.0,87,PhISCS_I_,973.1142704486847,1.0,simNo_9-s_10-m_80-n_80.SC.ground,946.2127492427826,1204,1074,5196,5326,10,9,optimality,,,,
17,2326843,80,80,130.0,1040.0,87,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1086.2065570354462,1.0,simNo_9-s_10-m_80-n_80.SC.ground,1040.6461818218231,1204,1074,5196,5326,10,9,time_limit,1.3427692668668685,29.578850030899048,775,1047.5774648189545
18,9699437,80,80,130.0,1040.0,100,PhISCS_I_,92.53617215156555,1.0,simNo_10-s_10-m_80-n_80.SC.ground,65.78650665283203,1561,1431,4839,4969,10,10,optimality,,,,
19,9699437,80,80,130.0,1040.0,100,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1084.6239168643951,1.0,simNo_10-s_10-m_80-n_80.SC.ground,1040.1229212284088,1561,1431,4839,4969,10,10,time_limit,1.1518526259450816,28.529372692108154,903,1045.4262256622314
20,3300972,80,80,130.0,1040.0,96,PhISCS_I_,152.9877471923828,1.0,simNo_11-s_10-m_80-n_80.SC.ground,126.16042876243591,1458,1328,4942,5072,10,11,optimality,,,,
21,3300972,80,80,130.0,1040.0,96,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1086.676916360855,1.0,simNo_11-s_10-m_80-n_80.SC.ground,1043.5083119869232,1458,1328,4942,5072,10,11,time_limit,0.8820864851960467,27.84674620628357,1183,1044.2789204120636
22,4135134,80,80,130.0,1040.0,97,PhISCS_I_,806.3828611373901,1.0,simNo_12-s_10-m_80-n_80.SC.ground,777.9279794692993,1166,1036,5234,5364,10,12,optimality,,,,
23,4135134,80,80,130.0,1040.0,102,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1087.291962146759,1.0,simNo_12-s_10-m_80-n_80.SC.ground,1041.8360443115234,1166,1036,5234,5364,10,12,time_limit,1.409791670245634,28.940231800079346,739,1048.0497915744781
24,1984919,80,80,130.0,1040.0,103,PhISCS_I_,298.9978828430176,1.0,simNo_13-s_10-m_80-n_80.SC.ground,271.730251789093,1367,1237,5033,5163,10,13,optimality,,,,
25,1984919,80,80,130.0,1040.0,103,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1090.7140367031097,1.0,simNo_13-s_10-m_80-n_80.SC.ground,1041.622666835785,1367,1237,5033,5163,10,13,time_limit,1.2000261138661117,33.62106227874756,868,1044.4740509986877
26,6040347,80,80,130.0,1040.0,98,PhISCS_I_,102.1631429195404,1.0,simNo_14-s_10-m_80-n_80.SC.ground,74.20952582359314,1314,1184,5086,5216,10,14,optimality,,,,
27,6040347,80,80,130.0,1040.0,101,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1088.8298196792603,1.0,simNo_14-s_10-m_80-n_80.SC.ground,1040.1362659931183,1314,1184,5086,5216,10,14,time_limit,1.1955589264288715,32.3104887008667,870,1044.56258559227
28,7972767,80,80,130.0,1040.0,113,PhISCS_I_,103.2964539527893,1.0,simNo_15-s_10-m_80-n_80.SC.ground,76.9316508769989,1887,1757,4513,4643,10,15,optimality,,,,
29,7972767,80,80,130.0,1040.0,112,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1085.1971695423126,1.0,simNo_15-s_10-m_80-n_80.SC.ground,1041.2405037879944,1887,1757,4513,4643,10,15,time_limit,1.308091085160797,28.54201102256775,796,1046.9017062187195
30,4703392,80,80,130.0,1040.0,113,PhISCS_I_,87.48179268836975,1.0,simNo_16-s_10-m_80-n_80.SC.ground,61.44963240623474,2156,2026,4244,4374,10,16,optimality,,,,
31,4703392,80,80,130.0,1040.0,113,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1082.7503209114075,1.0,simNo_16-s_10-m_80-n_80.SC.ground,1041.6985726356506,2156,2026,4244,4374,10,16,time_limit,1.0490418656955192,27.391892671585083,993,1042.5822422504425
32,803442,80,80,130.0,1040.0,98,PhISCS_I_,624.0830767154694,1.0,simNo_17-s_10-m_80-n_80.SC.ground,595.9609394073486,1285,1155,5115,5245,10,17,optimality,,,,
33,803442,80,80,130.0,1040.0,99,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1086.0950229167938,1.0,simNo_17-s_10-m_80-n_80.SC.ground,1040.692636013031,1285,1155,5115,5245,10,17,time_limit,1.2706869792588902,29.212655544281006,819,1047.1956760883331
34,1222922,80,80,130.0,1040.0,99,PhISCS_I_,685.0365796089172,1.0,simNo_18-s_10-m_80-n_80.SC.ground,657.8681490421295,1026,896,5374,5504,10,18,optimality,,,,
35,1222922,80,80,130.0,1040.0,104,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1090.3130054473877,1.0,simNo_18-s_10-m_80-n_80.SC.ground,1042.2759926319122,1026,896,5374,5504,10,18,time_limit,1.5579611250103322,28.786129474639893,669,1052.199522972107
36,7116797,80,80,130.0,1040.0,97,PhISCS_I_,738.3967452049255,1.0,simNo_19-s_10-m_80-n_80.SC.ground,710.7835946083069,1057,927,5343,5473,10,19,optimality,,,,
37,7116797,80,80,130.0,1040.0,99,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1089.9322249889374,1.0,simNo_19-s_10-m_80-n_80.SC.ground,1041.8787868022919,1057,927,5343,5473,10,19,time_limit,1.155076260312962,30.165067434310913,902,1047.836096048355
38,671135,80,80,130.0,1040.0,114,PhISCS_I_,86.9060173034668,1.0,simNo_20-s_10-m_80-n_80.SC.ground,59.48206424713135,2028,1898,4372,4502,10,20,optimality,,,,
39,671135,80,80,130.0,1040.0,113,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1083.2081212997437,1.0,simNo_20-s_10-m_80-n_80.SC.ground,1040.6793835163116,2028,1898,4372,4502,10,20,time_limit,1.2418608395182718,28.006442546844482,838,1045.4375739097595
40,5737290,80,80,130.0,1040.0,102,PhISCS_I_,192.75949454307556,1.0,simNo_21-s_10-m_80-n_80.SC.ground,165.34067344665527,1411,1281,4989,5119,10,21,optimality,,,,
41,5737290,80,80,130.0,1040.0,102,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1086.527540922165,1.0,simNo_21-s_10-m_80-n_80.SC.ground,1040.195021390915,1411,1281,4989,5119,10,21,time_limit,0.9037315563778583,30.966505765914917,1151,1041.4533021450043
42,5293289,80,80,130.0,1040.0,90,PhISCS_I_,254.51850771903992,1.0,simNo_22-s_10-m_80-n_80.SC.ground,226.653826713562,907,777,5493,5623,10,22,optimality,,,,
43,5293289,80,80,130.0,1040.0,90,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1087.2215099334717,1.0,simNo_22-s_10-m_80-n_80.SC.ground,1040.8963811397552,907,777,5493,5623,10,22,time_limit,1.2075364050345188,28.541454553604126,862,1048.203504562378
44,6133214,80,80,130.0,1040.0,94,PhISCS_I_,676.0867264270782,1.0,simNo_23-s_10-m_80-n_80.SC.ground,648.5502014160156,1253,1123,5147,5277,10,23,optimality,,,,
45,6133214,80,80,130.0,1040.0,98,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1086.201800107956,1.0,simNo_23-s_10-m_80-n_80.SC.ground,1040.3321764469147,1253,1123,5147,5277,10,23,time_limit,0.9955331832027892,28.78288698196411,1045,1042.735563993454
46,2403973,80,80,130.0,1040.0,91,PhISCS_I_,1062.8821234703064,1.0,simNo_24-s_10-m_80-n_80.SC.ground,1034.9049987792969,1012,882,5388,5518,10,24,optimality,,,,
47,2403973,80,80,130.0,1040.0,95,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1096.2150301933289,1.0,simNo_24-s_10-m_80-n_80.SC.ground,1041.3559424877167,1012,882,5388,5518,10,24,time_limit,1.6347816993527735,35.20430397987366,637,1049.7547211647034
48,2884330,80,80,130.0,1040.0,83,PhISCS_I_,814.7057266235352,1.0,simNo_25-s_10-m_80-n_80.SC.ground,782.0319221019745,927,797,5473,5603,10,25,optimality,,,,
49,2884330,80,80,130.0,1040.0,92,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1093.8443188667297,1.0,simNo_25-s_10-m_80-n_80.SC.ground,1041.8363909721375,927,797,5473,5603,10,25,time_limit,1.4883377013887678,33.61738705635071,700,1048.9554948806763
50,5774287,80,80,130.0,1040.0,92,PhISCS_I_,121.10216045379639,1.0,simNo_26-s_10-m_80-n_80.SC.ground,87.57580137252808,986,856,5414,5544,10,26,optimality,,,,
51,5774287,80,80,130.0,1040.0,96,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1095.5270645618439,1.0,simNo_26-s_10-m_80-n_80.SC.ground,1040.8779730796814,986,856,5414,5544,10,26,time_limit,0.7178468779859871,35.689356565475464,1450,1037.0148537158966
52,1650977,80,80,130.0,1040.0,90,PhISCS_I_,813.5048584938049,1.0,simNo_27-s_10-m_80-n_80.SC.ground,780.5653042793274,823,693,5577,5707,10,27,optimality,,,,
53,1650977,80,80,130.0,1040.0,93,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1095.2598962783813,1.0,simNo_27-s_10-m_80-n_80.SC.ground,1042.5625567436218,823,693,5577,5707,10,27,time_limit,1.3772292691461319,32.35514712333679,757,1050.9101111888885
54,9835639,80,80,130.0,1040.0,96,PhISCS_I_,277.53084683418274,1.0,simNo_28-s_10-m_80-n_80.SC.ground,245.76823163032532,1232,1102,5168,5298,10,28,optimality,,,,
55,9835639,80,80,130.0,1040.0,100,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1093.886070728302,1.0,simNo_28-s_10-m_80-n_80.SC.ground,1042.1424295902252,1232,1102,5168,5298,10,28,time_limit,1.4315143263601995,34.915786266326904,728,1046.9830086231232
56,5378523,80,80,130.0,1040.0,94,PhISCS_I_,294.9275953769684,1.0,simNo_29-s_10-m_80-n_80.SC.ground,263.10244059562683,1024,894,5376,5506,10,29,optimality,,,,
57,5378523,80,80,130.0,1040.0,95,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1091.479944229126,1.0,simNo_29-s_10-m_80-n_80.SC.ground,1042.096488237381,1024,894,5376,5506,10,29,time_limit,1.173532081348402,32.45259094238281,888,1046.7682192325592
58,363504,80,80,130.0,1040.0,110,PhISCS_I_,862.4159815311432,1.0,simNo_30-s_10-m_80-n_80.SC.ground,830.7092685699463,1793,1663,4607,4737,10,30,optimality,,,,
59,363504,80,80,130.0,1040.0,112,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1094.4449715614319,1.0,simNo_30-s_10-m_80-n_80.SC.ground,1043.0895001888275,1793,1663,4607,4737,10,30,time_limit,1.2957633542718354,34.12393260002136,805,1047.4024541378021
60,2647022,80,80,130.0,1040.0,88,PhISCS_I_,891.2167689800262,1.0,simNo_31-s_10-m_80-n_80.SC.ground,859.4388122558594,922,792,5478,5608,10,31,optimality,,,,
61,2647022,80,80,130.0,1040.0,88,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1091.9358639717102,1.0,simNo_31-s_10-m_80-n_80.SC.ground,1040.275137424469,922,792,5478,5608,10,31,time_limit,1.2890646064739393,32.960084199905396,807,1047.3919689655304
62,7033811,80,80,130.0,1040.0,101,PhISCS_I_,667.7541999816895,1.0,simNo_32-s_10-m_80-n_80.SC.ground,638.0746955871582,1372,1242,5028,5158,10,32,optimality,,,,
