,hash,n,m,k,t,n_flips,method,runtime,cf,file_name,internal_time,num_ones_ground,num_ones_noisy,num_zeros_ground,num_zeros_noisy,s,simNo,termination_condition,avg_node_time,model_preparation_time,n_nodes,optimization_time
0,8845098,40,20,190.0,537.0,0,PhISCS_I_,1.6456060409545898,1.0,simNo_7-s_10-m_20-n_40.SC.ground,0.540956974029541,193,3,607,797,10,7,optimality,,,,
1,8845098,40,20,190.0,537.0,0,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1.0778298377990723,1.0,simNo_7-s_10-m_20-n_40.SC.ground,0.0006172657012939453,193,3,607,797,10,7,optimality,0.0006172657012939453,0.7774486541748047,1,0.28998804092407227
2,4253605,40,20,190.0,537.0,0,PhISCS_I_,1.3920488357543945,1.0,simNo_8-s_10-m_20-n_40.SC.ground,0.5639002323150635,191,1,609,799,10,8,optimality,,,,
3,4253605,40,20,190.0,537.0,0,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1.1631357669830322,1.0,simNo_8-s_10-m_20-n_40.SC.ground,0.00046563148498535156,191,1,609,799,10,8,optimality,0.00046563148498535156,0.885810375213623,1,0.27529263496398926
4,4333242,40,20,190.0,537.0,38,PhISCS_I_,1.3507723808288574,1.0,simNo_13-s_10-m_20-n_40.SC.ground,0.5029168128967285,239,49,561,751,10,13,optimality,,,,
5,4333242,40,20,190.0,537.0,38,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,2.2370874881744385,1.0,simNo_13-s_10-m_20-n_40.SC.ground,1.0334763526916504,239,49,561,751,10,13,optimality,0.026499393658760268,0.9398086071014404,39,1.1006643772125244
6,2225049,40,20,190.0,537.0,0,PhISCS_I_,1.3503353595733643,1.0,simNo_17-s_10-m_20-n_40.SC.ground,0.49710655212402344,194,4,606,796,10,17,optimality,,,,
7,2225049,40,20,190.0,537.0,0,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1.123659610748291,1.0,simNo_17-s_10-m_20-n_40.SC.ground,0.00047588348388671875,194,4,606,796,10,17,optimality,0.00047588348388671875,0.862694263458252,1,0.258563756942749
8,4927049,40,20,190.0,537.0,0,PhISCS_I_,1.3174810409545898,1.0,simNo_24-s_10-m_20-n_40.SC.ground,0.47436952590942383,194,4,606,796,10,24,optimality,,,,
9,4927049,40,20,190.0,537.0,0,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1.1016929149627686,1.0,simNo_24-s_10-m_20-n_40.SC.ground,0.0004944801330566406,194,4,606,796,10,24,optimality,0.0004944801330566406,0.8384909629821777,1,0.2610933780670166
10,1204907,40,20,190.0,537.0,7,PhISCS_I_,1.2872889041900635,1.0,simNo_27-s_10-m_20-n_40.SC.ground,0.45823144912719727,214,24,586,776,10,27,optimality,,,,
11,1204907,40,20,190.0,537.0,7,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1.2189931869506836,1.0,simNo_27-s_10-m_20-n_40.SC.ground,0.1487870216369629,214,24,586,776,10,27,optimality,0.01859837770462036,0.8086001873016357,8,0.3728060722351074
