,hash,n,m,k,t,n_flips,method,runtime,cf,file_name,internal_time,num_ones_ground,num_ones_noisy,num_zeros_ground,num_zeros_noisy,s,simNo,termination_condition,avg_node_time,model_preparation_time,n_nodes,optimization_time
0,5110981,80,80,100.0,800.0,74,PhISCS_I_,94.675705909729,1.0,simNo_1-s_10-m_80-n_80.SC.ground,64.46838045120239,1269,1169,5131,5231,10,1,optimality,,,,
1,5110981,80,80,100.0,800.0,74,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,847.86883020401,1.0,simNo_1-s_10-m_80-n_80.SC.ground,803.034209728241,1269,1169,5131,5231,10,1,time_limit,1.2112129860154464,28.177794933319092,663,809.5245995521545
2,7278718,80,80,100.0,800.0,76,PhISCS_I_,114.59434223175049,1.0,simNo_2-s_10-m_80-n_80.SC.ground,81.73716950416565,1464,1364,4936,5036,10,2,optimality,,,,
3,7278718,80,80,100.0,800.0,76,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,849.8735888004303,1.0,simNo_2-s_10-m_80-n_80.SC.ground,800.7452611923218,1464,1364,4936,5036,10,2,time_limit,1.4324602168020069,32.47539520263672,559,809.511322259903
4,2518945,80,80,100.0,800.0,77,PhISCS_I_,795.0311057567596,1.0,simNo_3-s_10-m_80-n_80.SC.ground,766.4564559459686,978,878,5422,5522,10,3,optimality,,,,
5,2518945,80,80,100.0,800.0,81,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,850.7554621696472,1.0,simNo_3-s_10-m_80-n_80.SC.ground,800.228856086731,978,878,5422,5522,10,3,time_limit,1.518460827489053,31.94585132598877,527,809.943520784378
6,6419581,80,80,100.0,800.0,67,PhISCS_I_,104.96822881698608,1.0,simNo_4-s_10-m_80-n_80.SC.ground,74.99409008026123,1062,962,5338,5438,10,4,optimality,,,,
7,6419581,80,80,100.0,800.0,67,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,846.8718073368073,1.0,simNo_4-s_10-m_80-n_80.SC.ground,800.4265434741974,1062,962,5338,5438,10,4,time_limit,0.7630376963529051,28.9899582862854,1049,804.1324305534363
8,9394043,80,80,100.0,800.0,70,PhISCS_I_,308.99806785583496,1.0,simNo_5-s_10-m_80-n_80.SC.ground,279.13772320747375,923,823,5477,5577,10,5,optimality,,,,
9,9394043,80,80,100.0,800.0,72,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,857.0045118331909,1.0,simNo_5-s_10-m_80-n_80.SC.ground,802.323826789856,923,823,5477,5577,10,5,time_limit,1.031264558855856,33.864758253097534,778,812.4284420013428
10,6078813,80,80,100.0,800.0,78,PhISCS_I_,106.3278295993805,1.0,simNo_6-s_10-m_80-n_80.SC.ground,77.96429181098938,1414,1314,4986,5086,10,6,optimality,,,,
11,6078813,80,80,100.0,800.0,80,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,851.4530835151672,1.0,simNo_6-s_10-m_80-n_80.SC.ground,803.507595539093,1414,1314,4986,5086,10,6,time_limit,1.8344922272582032,29.74244499206543,438,815.5146956443787
12,5391139,80,80,100.0,800.0,74,PhISCS_I_,331.2556052207947,1.0,simNo_7-s_10-m_80-n_80.SC.ground,301.30007338523865,1258,1158,5142,5242,10,7,optimality,,,,
13,5391139,80,80,100.0,800.0,75,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,847.3310089111328,1.0,simNo_7-s_10-m_80-n_80.SC.ground,802.481659412384,1258,1158,5142,5242,10,7,time_limit,1.5796883059298898,27.262539386749268,508,813.1587083339691
14,7360340,80,80,100.0,800.0,82,PhISCS_I_,97.01850056648254,1.0,simNo_8-s_10-m_80-n_80.SC.ground,67.45793151855469,1514,1414,4886,4986,10,8,optimality,,,,
