,hash,n,m,k,t,n_flips,method,runtime,cf,file_name,internal_time,num_ones_ground,num_ones_noisy,num_zeros_ground,num_zeros_noisy,s,simNo,termination_condition,avg_node_time,model_preparation_time,n_nodes,optimization_time
0,3312518,20,80,60.0,240.0,43,PhISCS_I_,15.37703824043274,1.0,simNo_1-s_10-m_80-n_20.SC.ground,9.117782831192017,403,343,1197,1257,10,1,optimality,,,,
1,3312518,20,80,60.0,240.0,43,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,17.890522480010986,1.0,simNo_1-s_10-m_80-n_20.SC.ground,8.296614646911621,403,343,1197,1257,10,1,optimality,0.18855942379344592,6.192850589752197,44,11.358318567276001
2,5141102,20,80,60.0,240.0,36,PhISCS_I_,12.64378571510315,1.0,simNo_2-s_10-m_80-n_20.SC.ground,6.311382293701172,435,375,1165,1225,10,2,optimality,,,,
3,5141102,20,80,60.0,240.0,36,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,14.867990970611572,1.0,simNo_2-s_10-m_80-n_20.SC.ground,5.4579315185546875,435,375,1165,1225,10,2,optimality,0.14751166266364021,6.477089166641235,37,8.131138801574707
4,6388346,20,80,60.0,240.0,29,PhISCS_I_,12.061023712158203,1.0,simNo_3-s_10-m_80-n_20.SC.ground,5.7215330600738525,230,170,1370,1430,10,3,optimality,,,,
5,6388346,20,80,60.0,240.0,29,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,17.592467069625854,1.0,simNo_3-s_10-m_80-n_20.SC.ground,7.730049133300781,230,170,1370,1430,10,3,optimality,0.25766830444335936,6.387122869491577,30,10.986979484558105
6,8054969,20,80,60.0,240.0,36,PhISCS_I_,17.11271357536316,1.0,simNo_4-s_10-m_80-n_20.SC.ground,10.501081943511963,320,260,1280,1340,10,4,optimality,,,,
7,8054969,20,80,60.0,240.0,36,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,19.56861710548401,1.0,simNo_4-s_10-m_80-n_20.SC.ground,9.700915336608887,320,260,1280,1340,10,4,optimality,0.2621869009894294,6.35915732383728,37,12.948654413223267
8,7524145,20,80,60.0,240.0,32,PhISCS_I_,63.24275183677673,1.0,simNo_5-s_10-m_80-n_20.SC.ground,56.607025384902954,304,244,1296,1356,10,5,optimality,,,,
9,7524145,20,80,60.0,240.0,32,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,251.46697235107422,1.0,simNo_5-s_10-m_80-n_20.SC.ground,240.41292357444763,304,244,1296,1356,10,5,time_limit,0.253867923521064,6.973974227905273,947,241.01666259765625
10,7767089,20,80,60.0,240.0,33,PhISCS_I_,21.147808074951172,1.0,simNo_6-s_10-m_80-n_20.SC.ground,14.3420729637146,320,260,1280,1340,10,6,optimality,,,,
11,7767089,20,80,60.0,240.0,33,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,20.47381329536438,1.0,simNo_6-s_10-m_80-n_20.SC.ground,9.559502124786377,320,260,1280,1340,10,6,optimality,0.27312863213675365,6.601374864578247,35,13.61764907836914
12,895784,20,80,60.0,240.0,39,PhISCS_I_,18.21503520011902,1.0,simNo_7-s_10-m_80-n_20.SC.ground,11.563326597213745,373,313,1227,1287,10,7,optimality,,,,
