,hash,n,m,n_flips,method,runtime,cf,internal_time
0,8484053,60,30,18,PhISCS_I_,7.673615455627441,1.0,3.630992889404297
1,8484053,60,30,18,PhISCS_B_,0.8000996112823486,1.0,0.07944107055664062
2,4433228,60,30,23,PhISCS_I_,19.624858379364014,1.0,15.799365282058716
3,4433228,60,30,23,PhISCS_B_,0.7662525177001953,1.0,0.0403594970703125
4,3166946,60,30,20,PhISCS_I_,5.140544176101685,1.0,1.66511869430542
5,3166946,60,30,20,PhISCS_B_,0.7634084224700928,1.0,0.03035116195678711
6,2286493,60,30,21,PhISCS_I_,8.131590127944946,1.0,4.207979202270508
7,2286493,60,30,21,PhISCS_B_,0.7925102710723877,1.0,0.029578208923339844
8,3813339,60,30,24,PhISCS_I_,6.313468933105469,1.0,2.3278298377990723
9,3813339,60,30,24,PhISCS_B_,0.8501102924346924,1.0,0.03762364387512207
10,3066209,60,30,17,PhISCS_I_,7.671065092086792,1.0,3.737529754638672
11,3066209,60,30,17,PhISCS_B_,0.8426849842071533,1.0,0.024442195892333984
12,6395770,60,30,21,PhISCS_I_,6.885929822921753,1.0,2.906670093536377
13,6395770,60,30,21,PhISCS_B_,0.8336977958679199,1.0,0.04900217056274414
14,1697878,60,30,23,PhISCS_I_,5.721641778945923,1.0,1.7706193923950195
15,1697878,60,30,23,PhISCS_B_,0.9439942836761475,1.0,0.07100820541381836
16,7928528,60,30,20,PhISCS_I_,8.339416742324829,1.0,4.781104803085327
17,7928528,60,30,20,PhISCS_B_,0.8037295341491699,1.0,0.02768731117248535
18,120472,60,30,22,PhISCS_I_,5.242523431777954,1.0,1.6042852401733398
19,120472,60,30,22,PhISCS_B_,0.7939066886901855,1.0,0.03321433067321777
