,hash,n,m,n_flips,method,runtime,cf,internal_time
0,1788976,30,30,5,PhISCS_I_,3.3510069847106934,1.0,1.1777091026306152
1,1788976,30,30,5,PhISCS_B_,0.6081302165985107,1.0,0.017252206802368164
2,2950117,30,30,5,PhISCS_I_,3.2214763164520264,1.0,1.140920639038086
3,2950117,30,30,5,PhISCS_B_,0.5664777755737305,1.0,0.012713193893432617
4,4118411,30,30,6,PhISCS_I_,3.24177622795105,1.0,0.9178228378295898
5,4118411,30,30,6,PhISCS_B_,0.582571268081665,1.0,0.01334071159362793
6,3515445,30,30,4,PhISCS_I_,3.2388031482696533,1.0,1.1217358112335205
7,3515445,30,30,4,PhISCS_B_,0.5741729736328125,1.0,0.013859748840332031
8,1985853,30,30,9,PhISCS_I_,3.1504387855529785,1.0,1.0257725715637207
9,1985853,30,30,9,PhISCS_B_,0.6174275875091553,1.0,0.016870498657226562
10,2269731,30,30,4,PhISCS_I_,3.349525213241577,1.0,1.131545066833496
11,2269731,30,30,4,PhISCS_B_,0.38548874855041504,1.0,0.007883071899414062
12,492562,30,30,5,PhISCS_I_,3.2907497882843018,1.0,1.3751087188720703
13,492562,30,30,5,PhISCS_B_,0.6169118881225586,1.0,0.007483959197998047
14,4460755,30,30,6,PhISCS_I_,3.276892900466919,1.0,1.1512675285339355
15,4460755,30,30,6,PhISCS_B_,0.48015713691711426,1.0,0.014477252960205078
16,2861581,30,30,7,PhISCS_I_,3.5609776973724365,1.0,1.7542941570281982
17,2861581,30,30,7,PhISCS_B_,0.6727206707000732,1.0,0.09437417984008789
18,1324497,30,30,6,PhISCS_I_,2.875811815261841,1.0,0.9668798446655273
19,1324497,30,30,6,PhISCS_B_,0.5074985027313232,1.0,0.014423847198486328
