,hash,n,m,nf,method,runtime,cf,internalTime,avgNodeTime,modelPreperationTime,nNodes,optimizationTime,terminationCond
0,8213240,12,8,23,PhISCS_I_,0.12168645858764648,1.0,0.07323527336120605,,,,,
1,8213240,12,8,23,PhISCS_B_,0.01550602912902832,1.0,0.005059003829956055,,,,,
2,8213240,12,8,23,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.33405232429504395,1.0,0.2912006378173828,0.011648025512695313,0.04482746124267578,25,0.23546242713928223,optimality
3,8213240,12,8,24,BnB_DynamicMWMBounding_None_False,60.00561189651489,1.0,60.003520488739014,0.005099304877091784,,11767,,time_limit
4,6580148,12,8,24,PhISCS_I_,0.05335712432861328,1.0,0.015696048736572266,,,,,
5,6580148,12,8,24,PhISCS_B_,0.01642894744873047,1.0,0.004731416702270508,,,,,
6,6580148,12,8,24,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.34829187393188477,1.0,0.30808424949645996,0.012323369979858398,0.049947500228881836,25,0.24878764152526855,optimality
7,6580148,12,8,24,BnB_DynamicMWMBounding_None_False,60.006155490875244,1.0,60.00416898727417,0.004652928736606248,,12896,,time_limit
8,485274,12,8,21,PhISCS_I_,0.07146668434143066,1.0,0.03443264961242676,,,,,
9,485274,12,8,21,PhISCS_B_,0.015579462051391602,1.0,0.0040132999420166016,,,,,
10,485274,12,8,21,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.30095791816711426,1.0,0.26134467124938965,0.01187930323860862,0.04632234573364258,22,0.21042776107788086,optimality
11,485274,12,8,21,BnB_DynamicMWMBounding_None_False,60.00629901885986,1.0,60.00423502922058,0.004508884507756281,,13308,,time_limit
12,1545109,12,8,21,PhISCS_I_,0.051558494567871094,1.0,0.01419830322265625,,,,,
13,1545109,12,8,21,PhISCS_B_,0.014854192733764648,1.0,0.004217863082885742,,,,,
14,1545109,12,8,21,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.2976984977722168,1.0,0.2583272457122803,0.011742147532376375,0.046120643615722656,22,0.20853590965270996,optimality
15,1545109,12,8,21,BnB_DynamicMWMBounding_None_False,60.007566928863525,1.0,60.00564169883728,0.004811228487719474,,12472,,time_limit
16,5745323,12,8,22,PhISCS_I_,0.05297136306762695,1.0,0.01491236686706543,,,,,
17,5745323,12,8,22,PhISCS_B_,0.01491403579711914,1.0,0.004195451736450195,,,,,
18,5745323,12,8,22,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.33247852325439453,1.0,0.2916910648345947,0.01268222021019977,0.04836273193359375,23,0.2379608154296875,optimality
19,5745323,12,8,22,BnB_DynamicMWMBounding_None_False,60.005229473114014,1.0,60.003336668014526,0.0046892260603324885,,12796,,time_limit
20,421214,12,8,29,PhISCS_I_,0.11641645431518555,1.0,0.07768082618713379,,,,,
21,421214,12,8,29,PhISCS_B_,0.019658565521240234,1.0,0.00781869888305664,,,,,
22,421214,12,8,29,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,3.0612435340881348,1.0,3.0203468799591064,0.008460355406047917,0.190659761428833,357,2.4165191650390625,optimality
23,421214,12,8,29,BnB_DynamicMWMBounding_None_False,60.008400440216064,1.0,60.006242752075195,0.004612316891012698,,13010,,time_limit
