,hash,n,m,nf,method,runtime,cf,internalTime,avgNodeTime,modelPreperationTime,nNodes,optimizationTime,terminationCond
0,6140914,16,6,20,PhISCS_I_,0.0604557991027832,1.0,0.022725820541381836,,,,,
1,6140914,16,6,20,PhISCS_B_,0.015145063400268555,1.0,0.0045697689056396484,,,,,
2,6140914,16,6,20,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.3696584701538086,1.0,0.33449840545654297,0.00857688219119341,0.046549081802368164,39,0.24187231063842773,optimality
3,6140914,16,6,20,BnB_DynamicMWMBounding_None_False,52.51054286956787,1.0,52.508816719055176,0.0035052614632213068,,14980,,optimality
4,4241399,16,6,18,PhISCS_I_,0.05083322525024414,1.0,0.022710561752319336,,,,,
5,4241399,16,6,18,PhISCS_B_,0.012928485870361328,1.0,0.003879070281982422,,,,,
6,4241399,16,6,18,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.19722342491149902,1.0,0.16760563850402832,0.007981220881144205,0.034888267517089844,21,0.12395262718200684,optimality
7,4241399,16,6,18,BnB_DynamicMWMBounding_None_False,36.84561371803284,1.0,36.84420847892761,0.003399225803019431,,10839,,optimality
8,7693261,16,6,16,PhISCS_I_,0.0484161376953125,1.0,0.020450353622436523,,,,,
9,7693261,16,6,16,PhISCS_B_,0.012336254119873047,1.0,0.0034134387969970703,,,,,
10,7693261,16,6,16,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.169539213180542,1.0,0.14096522331237793,0.008292071959551643,0.032453298568725586,17,0.10325217247009277,optimality
11,7693261,16,6,16,BnB_DynamicMWMBounding_None_False,11.04852032661438,1.0,11.046972036361694,0.0034307366572551845,,3220,,optimality
12,2456992,16,6,24,PhISCS_I_,0.03928112983703613,1.0,0.010806560516357422,,,,,
13,2456992,16,6,24,PhISCS_B_,0.014644622802734375,1.0,0.004742622375488281,,,,,
14,2456992,16,6,24,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.2682986259460449,1.0,0.23823261260986328,0.009529304504394532,0.04117226600646973,25,0.17632746696472168,optimality
15,2456992,16,6,24,BnB_DynamicMWMBounding_None_False,60.009788274765015,1.0,60.008249282836914,0.0035317667755186224,,16991,,time_limit
16,5980944,16,6,24,PhISCS_I_,0.03863120079040527,1.0,0.010812044143676758,,,,,
17,5980944,16,6,24,PhISCS_B_,0.014138221740722656,1.0,0.004410505294799805,,,,,
18,5980944,16,6,24,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.26764988899230957,1.0,0.2385098934173584,0.009540395736694336,0.04050731658935547,25,0.17628097534179688,optimality
19,5980944,16,6,24,BnB_DynamicMWMBounding_None_False,60.00841975212097,1.0,60.00693607330322,0.003436429737332678,,17462,,time_limit
20,6195632,16,6,26,PhISCS_I_,0.06735515594482422,1.0,0.038652896881103516,,,,,
21,6195632,16,6,26,PhISCS_B_,0.014144420623779297,1.0,0.005068302154541016,,,,,
22,6195632,16,6,26,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.29556846618652344,1.0,0.26580095291137695,0.008574224287463773,0.044477224349975586,31,0.19180774688720703,optimality
23,6195632,16,6,26,BnB_DynamicMWMBounding_None_False,60.00562262535095,1.0,60.00412106513977,0.0038417389759357046,,15619,,time_limit
24,5883698,16,6,24,PhISCS_I_,0.05045962333679199,1.0,0.0221860408782959,,,,,
25,5883698,16,6,24,PhISCS_B_,0.01353144645690918,1.0,0.004452705383300781,,,,,
26,5883698,16,6,24,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.26912474632263184,1.0,0.23946475982666016,0.00921018307025616,0.041342973709106445,26,0.1739203929901123,optimality
27,5883698,16,6,28,BnB_DynamicMWMBounding_None_False,60.0086088180542,1.0,60.007002115249634,0.003865185321433149,,15525,,time_limit
28,8891301,16,6,25,PhISCS_I_,0.06683206558227539,1.0,0.03861093521118164,,,,,
29,8891301,16,6,25,PhISCS_B_,0.014307975769042969,1.0,0.0052144527435302734,,,,,
30,8891301,16,6,25,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.27085113525390625,1.0,0.24131512641906738,0.00861839737210955,0.04207777976989746,28,0.1754140853881836,optimality
31,8891301,16,6,26,BnB_DynamicMWMBounding_None_False,60.0032160282135,1.0,60.00177192687988,0.0038899041767831368,,15425,,time_limit
32,2863038,16,6,21,PhISCS_I_,0.042064666748046875,1.0,0.01371622085571289,,,,,
33,2863038,16,6,21,PhISCS_B_,0.01316690444946289,1.0,0.004137754440307617,,,,,
34,2863038,16,6,21,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.23315930366516113,1.0,0.20385432243347168,0.009266105565157804,0.03736543655395508,22,0.1504213809967041,optimality
35,2863038,16,6,21,BnB_DynamicMWMBounding_None_False,60.00784397125244,1.0,60.00623416900635,0.003898533924701556,,15392,,time_limit
36,8153960,16,6,17,PhISCS_I_,0.03900146484375,1.0,0.010282516479492188,,,,,
37,8153960,16,6,17,PhISCS_B_,0.012946605682373047,1.0,0.0032334327697753906,,,,,
38,8153960,16,6,17,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.1876356601715088,1.0,0.15845108032226562,0.008802837795681424,0.03379344940185547,18,0.11741232872009277,optimality
39,8153960,16,6,17,BnB_DynamicMWMBounding_None_False,21.335842847824097,1.0,21.334322214126587,0.0034980033143345774,,6099,,optimality
40,8004118,16,6,22,PhISCS_I_,0.039565086364746094,1.0,0.010914087295532227,,,,,
41,8004118,16,6,22,PhISCS_B_,0.014526128768920898,1.0,0.0046122074127197266,,,,,
42,8004118,16,6,22,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.21650290489196777,1.0,0.18678545951843262,0.008121106935584026,0.03897380828857422,23,0.13115596771240234,optimality
43,8004118,16,6,22,BnB_DynamicMWMBounding_None_False,60.00347590446472,1.0,60.0021026134491,0.003371662318130428,,17796,,time_limit
44,8660527,16,6,29,PhISCS_I_,0.07726049423217773,1.0,0.04902935028076172,,,,,
45,8660527,16,6,29,PhISCS_B_,0.01624321937561035,1.0,0.007185697555541992,,,,,
46,8660527,16,6,29,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,1.164602518081665,1.0,1.1348671913146973,0.007137529505123882,0.10583090782165527,159,0.8253405094146729,optimality
47,8660527,16,6,32,BnB_DynamicMWMBounding_None_False,60.006345987319946,1.0,60.0049033164978,0.004131715438717745,,14523,,time_limit
48,4563919,16,6,29,PhISCS_I_,0.08444547653198242,1.0,0.056313514709472656,,,,,
49,4563919,16,6,29,PhISCS_B_,0.016684532165527344,1.0,0.007519721984863281,,,,,
50,4563919,16,6,29,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,3.1769778728485107,1.0,3.146848201751709,0.0060054354995261626,0.20865154266357422,524,2.3413190841674805,optimality
51,4563919,16,6,29,BnB_DynamicMWMBounding_None_False,60.00519585609436,1.0,60.00370216369629,0.0040241232756821335,,14911,,time_limit
52,3928616,16,6,25,PhISCS_I_,0.07810044288635254,1.0,0.04970121383666992,,,,,
53,3928616,16,6,25,PhISCS_B_,0.014632225036621094,1.0,0.005625009536743164,,,,,
54,3928616,16,6,25,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.7252833843231201,1.0,0.6949639320373535,0.006494990019040687,0.07064056396484375,107,0.503657341003418,optimality
55,3928616,16,6,26,BnB_DynamicMWMBounding_None_False,60.00307607650757,1.0,60.00175213813782,0.003991601392904325,,15032,,time_limit
56,8056366,16,6,27,PhISCS_I_,0.07862424850463867,1.0,0.05041074752807617,,,,,
57,8056366,16,6,27,PhISCS_B_,0.015344858169555664,1.0,0.0063173770904541016,,,,,
58,8056366,16,6,27,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,1.9363412857055664,1.0,1.906895637512207,0.00627268301813226,0.148482084274292,304,1.386030912399292,optimality
59,8056366,16,6,27,BnB_DynamicMWMBounding_None_False,60.00851774215698,1.0,60.00707125663757,0.0040012716714434605,,14997,,time_limit
60,1831565,16,6,24,PhISCS_I_,0.05285024642944336,1.0,0.025141000747680664,,,,,
61,1831565,16,6,24,PhISCS_B_,0.01370382308959961,1.0,0.004658222198486328,,,,,
62,1831565,16,6,24,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.7511870861053467,1.0,0.7214210033416748,0.008105853970131178,0.07695603370666504,89,0.5139539241790771,optimality
63,1831565,16,6,24,BnB_DynamicMWMBounding_None_False,60.00792050361633,1.0,60.00644516944885,0.003823284177728503,,15695,,time_limit
64,8645544,16,6,23,PhISCS_I_,0.0387873649597168,1.0,0.010417461395263672,,,,,
65,8645544,16,6,23,PhISCS_B_,0.013585090637207031,1.0,0.004063606262207031,,,,,
66,8645544,16,6,23,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.25194859504699707,1.0,0.22238969802856445,0.009266237417856852,0.039995670318603516,24,0.16333246231079102,optimality
67,8645544,16,6,23,BnB_DynamicMWMBounding_None_False,60.004631996154785,1.0,60.003089427948,0.003537918008723349,,16960,,time_limit
68,2206636,16,6,25,PhISCS_I_,0.03910493850708008,1.0,0.010450601577758789,,,,,
69,2206636,16,6,25,PhISCS_B_,0.016284704208374023,1.0,0.0065631866455078125,,,,,
70,2206636,16,6,25,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.2784154415130615,1.0,0.24884796142578125,0.009571075439453125,0.04201364517211914,26,0.18384361267089844,optimality
71,2206636,16,6,25,BnB_DynamicMWMBounding_None_False,60.00658988952637,1.0,60.00511598587036,0.0038341927147520997,,15650,,time_limit
72,3774508,16,6,23,PhISCS_I_,0.07640409469604492,1.0,0.04788494110107422,,,,,
73,3774508,16,6,23,PhISCS_B_,0.014208078384399414,1.0,0.005219459533691406,,,,,
74,3774508,16,6,23,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,2.3757424354553223,1.0,2.346686363220215,0.005261628617085684,0.15177392959594727,446,1.7078988552093506,optimality
75,3774508,16,6,24,BnB_DynamicMWMBounding_None_False,60.00171518325806,1.0,60.00031542778015,0.0036841652602100055,,16286,,time_limit
76,1710785,16,6,25,PhISCS_I_,0.08312320709228516,1.0,0.05436968803405762,,,,,
77,1710785,16,6,25,PhISCS_B_,0.016365766525268555,1.0,0.007207632064819336,,,,,
78,1710785,16,6,25,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,1.6196236610412598,1.0,1.5896761417388916,0.004921597962039912,0.10322380065917969,323,1.1779279708862305,optimality
79,1710785,16,6,25,BnB_DynamicMWMBounding_None_False,60.005194425582886,1.0,60.00361466407776,0.003962465473425197,,15143,,time_limit
80,925729,16,6,25,PhISCS_I_,0.06316399574279785,1.0,0.03449559211730957,,,,,
81,925729,16,6,25,PhISCS_B_,0.015036582946777344,1.0,0.005868434906005859,,,,,
82,925729,16,6,25,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.3993802070617676,1.0,0.3695065975189209,0.006482571886296858,0.04671955108642578,57,0.27283406257629395,optimality
83,925729,16,6,25,BnB_DynamicMWMBounding_None_False,60.00877261161804,1.0,60.007402420043945,0.00391055082567898,,15345,,time_limit
84,6470208,16,6,28,PhISCS_I_,0.07445716857910156,1.0,0.045577287673950195,,,,,
85,6470208,16,6,28,PhISCS_B_,0.016922712326049805,1.0,0.007847070693969727,,,,,
86,6470208,16,6,28,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.3264451026916504,1.0,0.29632997512817383,0.008715587503769818,0.04736638069152832,34,0.21598577499389648,optimality
87,6470208,16,6,30,BnB_DynamicMWMBounding_None_False,60.006749629974365,1.0,60.00540089607239,0.003996363696042117,,15015,,time_limit
88,3137676,16,6,17,PhISCS_I_,0.04172992706298828,1.0,0.013014793395996094,,,,,
89,3137676,16,6,17,PhISCS_B_,0.012458086013793945,1.0,0.003448009490966797,,,,,
90,3137676,16,6,17,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.18364810943603516,1.0,0.15418434143066406,0.008565796746148003,0.03438615798950195,18,0.11302971839904785,optimality
91,3137676,16,6,17,BnB_DynamicMWMBounding_None_False,19.881693840026855,1.0,19.880109310150146,0.0035982098298914292,,5525,,optimality
92,6428506,16,6,23,PhISCS_I_,0.04378175735473633,1.0,0.015138626098632812,,,,,
93,6428506,16,6,23,PhISCS_B_,0.013632059097290039,1.0,0.004724025726318359,,,,,
94,6428506,16,6,23,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.24918866157531738,1.0,0.22025251388549805,0.009177188078562418,0.040019989013671875,24,0.15915250778198242,optimality
95,6428506,16,6,23,BnB_DynamicMWMBounding_None_False,60.00146555900574,1.0,60.00009608268738,0.0036234130130253866,,16559,,time_limit
96,1477292,16,6,23,PhISCS_I_,0.06742143630981445,1.0,0.03886604309082031,,,,,
97,1477292,16,6,22,PhISCS_B_,0.013417243957519531,1.0,0.004434347152709961,,,,,
98,1477292,16,6,22,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.24393033981323242,1.0,0.21444272994995117,0.007942323331479673,0.03979086875915527,27,0.15407323837280273,optimality
99,1477292,16,6,22,BnB_DynamicMWMBounding_None_False,60.00550031661987,1.0,60.00397729873657,0.003917475830693776,,15317,,time_limit
100,5747609,16,6,23,PhISCS_I_,0.04246330261230469,1.0,0.013571023941040039,,,,,
101,5747609,16,6,23,PhISCS_B_,0.014620542526245117,1.0,0.005537509918212891,,,,,
102,5747609,16,6,23,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.25786614418029785,1.0,0.2282123565673828,0.009508848190307617,0.04044318199157715,24,0.1675739288330078,optimality
103,5747609,16,6,25,BnB_DynamicMWMBounding_None_False,60.00921058654785,1.0,60.00765371322632,0.003919251107911065,,15311,,time_limit
104,9044053,16,6,24,PhISCS_I_,0.07395148277282715,1.0,0.04485893249511719,,,,,
105,9044053,16,6,24,PhISCS_B_,0.014430999755859375,1.0,0.005402803421020508,,,,,
106,9044053,16,6,24,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.5264251232147217,1.0,0.49692702293395996,0.0060600856455360974,0.05066800117492676,82,0.36940622329711914,optimality
107,9044053,16,6,27,BnB_DynamicMWMBounding_None_False,60.00219750404358,1.0,60.00073289871216,0.0038508910146147334,,15581,,time_limit
108,7384539,16,6,19,PhISCS_I_,0.04519915580749512,1.0,0.01636219024658203,,,,,
109,7384539,16,6,19,PhISCS_B_,0.012906074523925781,1.0,0.003916025161743164,,,,,
110,7384539,16,6,19,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.2072000503540039,1.0,0.177504301071167,0.00887521505355835,0.03645443916320801,20,0.12993907928466797,optimality
111,7384539,16,6,19,BnB_DynamicMWMBounding_None_False,60.00484585762024,1.0,60.003361225128174,0.003708948029739657,,16178,,time_limit
112,6771684,16,6,26,PhISCS_I_,0.07382750511169434,1.0,0.04500603675842285,,,,,
113,6771684,16,6,26,PhISCS_B_,0.015227556228637695,1.0,0.006138324737548828,,,,,
