,hash,n,m,k,n_flips,method,runtime,cf,file_name,internal_time,num_ones,num_zeros,s,simNo,avg_node_time,model_preparation_time,n_nodes,optimization_time,termination_condition
0,3815668,10,10,41.0,2,PhISCS_I_,0.16119742393493652,1.0,simNo_1-s_4-m_10-n_10.SC.ground,0.03315019607543945,15,85,4,1,,,,,
1,3815668,10,10,41.0,2,PhISCS_B_,0.03254103660583496,1.0,simNo_1-s_4-m_10-n_10.SC.ground,0.0019571781158447266,15,85,4,1,,,,,
2,3815668,10,10,41.0,2,BnB_SubsampleLPBounding_0.1_True_-1,0.0711519718170166,1.0,simNo_1-s_4-m_10-n_10.SC.ground,0.01421499252319336,15,85,4,1,0.002030713217599051,0.045970916748046875,7,0.0028281211853027344,optimality
3,3815668,10,10,41.0,2,BnB_SubsampleLPBounding_0.3_True_-1,0.1669907569885254,1.0,simNo_1-s_4-m_10-n_10.SC.ground,0.009084224700927734,15,85,4,1,0.0012977463858468191,0.15380144119262695,7,0.0045545101165771484,optimality
4,3815668,10,10,41.0,2,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.06667709350585938,1.0,simNo_1-s_4-m_10-n_10.SC.ground,0.009186267852783203,15,85,4,1,0.003062089284261068,0.044527530670166016,3,0.014481544494628906,optimality
5,3815668,10,10,41.0,2,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_False_True,0.10556173324584961,1.0,simNo_1-s_4-m_10-n_10.SC.ground,0.03772234916687012,15,85,4,1,0.012574116388956705,0.04704165458679199,3,0.052455902099609375,optimality
6,3815668,10,10,41.0,2,BnB_DynamicMWMBounding_None_False,0.00982666015625,1.0,simNo_1-s_4-m_10-n_10.SC.ground,0.00785970687866211,15,85,4,1,0.0019649267196655273,,4,,optimality
7,3815668,10,10,41.0,2,BnB_RandomPartitioning_None_False,0.012326717376708984,1.0,simNo_1-s_4-m_10-n_10.SC.ground,0.009387731552124023,15,85,4,1,0.0018775463104248047,,5,,optimality
8,3815668,10,10,41.0,2,PhISCS_B_,0.017641067504882812,1.0,simNo_2-s_4-m_10-n_10.SC.ground,0.0009822845458984375,15,85,4,2,,,,,
9,3815668,10,10,41.0,2,BnB_SubsampleLPBounding_0.1_True_-1,0.05138564109802246,1.0,simNo_2-s_4-m_10-n_10.SC.ground,0.007871627807617188,15,85,4,2,0.0011245182582310268,0.04174995422363281,7,0.0018527507781982422,optimality
10,3815668,10,10,41.0,2,BnB_SubsampleLPBounding_0.3_True_-1,0.039559364318847656,1.0,simNo_2-s_4-m_10-n_10.SC.ground,0.008503913879394531,15,85,4,2,0.0012148448399135045,0.028578996658325195,7,0.003351926803588867,optimality
11,3815668,10,10,41.0,2,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.08220195770263672,1.0,simNo_2-s_4-m_10-n_10.SC.ground,0.006736040115356445,15,85,4,2,0.002245346705118815,0.057080984115600586,3,0.019495248794555664,optimality
12,3815668,10,10,41.0,2,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_False_True,0.1458439826965332,1.0,simNo_2-s_4-m_10-n_10.SC.ground,0.05490612983703613,15,85,4,2,0.018302043279012043,0.0738821029663086,3,0.06329011917114258,optimality
13,3815668,10,10,41.0,2,BnB_DynamicMWMBounding_None_False,0.016300439834594727,1.0,simNo_2-s_4-m_10-n_10.SC.ground,0.012641668319702148,15,85,4,2,0.003160417079925537,,4,,optimality
14,3815668,10,10,41.0,2,BnB_RandomPartitioning_None_False,0.011025667190551758,1.0,simNo_2-s_4-m_10-n_10.SC.ground,0.009365081787109375,15,85,4,2,0.0013378688267299107,,7,,optimality
