,hash,n,m,k,n_flips,method,runtime,cf,file_name,internal_time,num_ones,num_zeros,s,simNo,avg_node_time,model_preparation_time,n_nodes,optimization_time,termination_condition
0,2721937,20,10,71.0,0,PhISCS_I_,0.22608280181884766,1.0,simNo_6-s_10-m_10-n_20.SC.ground,0.05967283248901367,2,198,10,6,,,,,
1,2721937,20,10,71.0,0,PhISCS_B_,0.065704345703125,1.0,simNo_6-s_10-m_10-n_20.SC.ground,0.0016007423400878906,2,198,10,6,,,,,
2,2721937,20,10,71.0,0,BnB_SubsampleLPBounding_0.1_True_-1,0.18749380111694336,1.0,simNo_6-s_10-m_10-n_20.SC.ground,0.0008091926574707031,2,198,10,6,0.0008091926574707031,0.17459607124328613,1,0.002030611038208008,optimality
3,2721937,20,10,71.0,0,BnB_SubsampleLPBounding_0.3_True_-1,0.0720827579498291,1.0,simNo_6-s_10-m_10-n_20.SC.ground,0.0006639957427978516,2,198,10,6,0.0006639957427978516,0.06568789482116699,1,0.0046312808990478516,optimality
4,2721937,20,10,71.0,0,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.2473287582397461,1.0,simNo_6-s_10-m_10-n_20.SC.ground,0.0006699562072753906,2,198,10,6,0.0006699562072753906,0.20130610466003418,1,0.04400801658630371,optimality
5,2721937,20,10,71.0,0,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_False_True,0.16636347770690918,1.0,simNo_6-s_10-m_10-n_20.SC.ground,0.0007045269012451172,2,198,10,6,0.0007045269012451172,0.12275171279907227,1,0.04167795181274414,optimality
6,2721937,20,10,71.0,0,BnB_DynamicMWMBounding_None_False,0.004753589630126953,1.0,simNo_6-s_10-m_10-n_20.SC.ground,0.0006687641143798828,2,198,10,6,0.0006687641143798828,,1,,optimality
7,2721937,20,10,71.0,0,BnB_RandomPartitioning_None_False,0.005021333694458008,1.0,simNo_6-s_10-m_10-n_20.SC.ground,0.0006749629974365234,2,198,10,6,0.0006749629974365234,,1,,optimality
8,2721937,20,10,71.0,0,PhISCS_B_,0.05732870101928711,1.0,simNo_7-s_10-m_10-n_20.SC.ground,0.0014417171478271484,2,198,10,7,,,,,
9,2721937,20,10,71.0,0,BnB_SubsampleLPBounding_0.1_True_-1,0.21175193786621094,1.0,simNo_7-s_10-m_10-n_20.SC.ground,0.0006692409515380859,2,198,10,7,0.0006692409515380859,0.2076561450958252,1,0.0021238327026367188,optimality
10,2721937,20,10,71.0,0,BnB_SubsampleLPBounding_0.3_True_-1,0.12870144844055176,1.0,simNo_7-s_10-m_10-n_20.SC.ground,0.0006709098815917969,2,198,10,7,0.0006709098815917969,0.121124267578125,1,0.00561976432800293,optimality
11,2721937,20,10,71.0,0,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.23792028427124023,1.0,simNo_7-s_10-m_10-n_20.SC.ground,0.000701904296875,2,198,10,7,0.000701904296875,0.20037198066711426,1,0.035469770431518555,optimality
12,2721937,20,10,71.0,0,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_False_True,0.14687657356262207,1.0,simNo_7-s_10-m_10-n_20.SC.ground,0.0010097026824951172,2,198,10,7,0.0010097026824951172,0.10900712013244629,1,0.03482174873352051,optimality
13,2721937,20,10,71.0,0,BnB_DynamicMWMBounding_None_False,0.002740621566772461,1.0,simNo_7-s_10-m_10-n_20.SC.ground,0.0003609657287597656,2,198,10,7,0.0003609657287597656,,1,,optimality
14,2721937,20,10,71.0,0,BnB_RandomPartitioning_None_False,0.0025701522827148438,1.0,simNo_7-s_10-m_10-n_20.SC.ground,0.00030231475830078125,2,198,10,7,0.00030231475830078125,,1,,optimality
15,2721937,20,10,71.0,0,PhISCS_B_,0.030721187591552734,1.0,simNo_8-s_10-m_10-n_20.SC.ground,0.0007951259613037109,2,198,10,8,,,,,
16,2721937,20,10,71.0,0,BnB_SubsampleLPBounding_0.1_True_-1,0.13765811920166016,1.0,simNo_8-s_10-m_10-n_20.SC.ground,0.0004985332489013672,2,198,10,8,0.0004985332489013672,0.134871244430542,1,0.0013573169708251953,optimality
17,2721937,20,10,71.0,0,BnB_SubsampleLPBounding_0.3_True_-1,0.06831145286560059,1.0,simNo_8-s_10-m_10-n_20.SC.ground,0.0004892349243164062,2,198,10,8,0.0004892349243164062,0.06285214424133301,1,0.004019975662231445,optimality
18,2721937,20,10,71.0,0,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.12721514701843262,1.0,simNo_8-s_10-m_10-n_20.SC.ground,0.0004887580871582031,2,198,10,8,0.0004887580871582031,0.10532641410827637,1,0.0204315185546875,optimality
19,2721937,20,10,71.0,0,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_False_True,0.20634174346923828,1.0,simNo_8-s_10-m_10-n_20.SC.ground,0.0005042552947998047,2,198,10,8,0.0005042552947998047,0.18428254127502441,1,0.02060675621032715,optimality
20,2721937,20,10,71.0,0,BnB_DynamicMWMBounding_None_False,0.002610445022583008,1.0,simNo_8-s_10-m_10-n_20.SC.ground,0.0003361701965332031,2,198,10,8,0.0003361701965332031,,1,,optimality
21,2721937,20,10,71.0,0,BnB_RandomPartitioning_None_False,0.0025882720947265625,1.0,simNo_8-s_10-m_10-n_20.SC.ground,0.00029659271240234375,2,198,10,8,0.00029659271240234375,,1,,optimality
22,2721937,20,10,71.0,0,PhISCS_B_,0.052825212478637695,1.0,simNo_9-s_10-m_10-n_20.SC.ground,0.0014154911041259766,2,198,10,9,,,,,
23,2721937,20,10,71.0,0,BnB_SubsampleLPBounding_0.1_True_-1,0.08326482772827148,1.0,simNo_9-s_10-m_10-n_20.SC.ground,0.0006854534149169922,2,198,10,9,0.0006854534149169922,0.07938170433044434,1,0.002119779586791992,optimality
24,2721937,20,10,71.0,0,BnB_SubsampleLPBounding_0.3_True_-1,0.09181857109069824,1.0,simNo_9-s_10-m_10-n_20.SC.ground,0.000457763671875,2,198,10,9,0.000457763671875,0.08658266067504883,1,0.0037016868591308594,optimality
25,2721937,20,10,71.0,0,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.25032711029052734,1.0,simNo_9-s_10-m_10-n_20.SC.ground,0.0004925727844238281,2,198,10,9,0.0004925727844238281,0.22870659828186035,1,0.020200014114379883,optimality
