,hash,n,m,k,n_flips,method,runtime,cf,file_name,internal_time,num_ones,num_zeros,s,simNo,avg_node_time,model_preparation_time,n_nodes,optimization_time,termination_condition
0,1049323,10,20,57.0,0,PhISCS_I_,0.512056827545166,1.0,simNo_37-s_10-m_20-n_10.SC.ground,0.12703180313110352,4,196,10,37,,,,,
1,1049323,10,20,57.0,0,PhISCS_B_,0.07209277153015137,1.0,simNo_37-s_10-m_20-n_10.SC.ground,0.0027391910552978516,4,196,10,37,,,,,
2,1049323,10,20,57.0,0,BnB_SubsampleLPBounding_0.1_True_-1,0.25447821617126465,1.0,simNo_37-s_10-m_20-n_10.SC.ground,0.0008518695831298828,4,196,10,37,0.0008518695831298828,0.23854303359985352,1,0.0041751861572265625,optimality
3,1049323,10,20,57.0,0,BnB_SubsampleLPBounding_0.3_True_-1,0.3728141784667969,1.0,simNo_37-s_10-m_20-n_10.SC.ground,0.0007264614105224609,4,196,10,37,0.0007264614105224609,0.3584604263305664,1,0.01208806037902832,optimality
4,1049323,10,20,57.0,0,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.36904168128967285,1.0,simNo_37-s_10-m_20-n_10.SC.ground,0.0008020401000976562,4,196,10,37,0.0008020401000976562,0.30419325828552246,1,0.061997413635253906,optimality
5,1049323,10,20,57.0,0,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_False_True,0.49164342880249023,1.0,simNo_37-s_10-m_20-n_10.SC.ground,0.0007321834564208984,4,196,10,37,0.0007321834564208984,0.4043614864349365,1,0.08522534370422363,optimality
6,1049323,10,20,57.0,0,BnB_DynamicMWMBounding_None_False,0.004507780075073242,1.0,simNo_37-s_10-m_20-n_10.SC.ground,0.0003814697265625,4,196,10,37,0.0003814697265625,,1,,optimality
7,1049323,10,20,57.0,0,BnB_RandomPartitioning_None_False,0.003984212875366211,1.0,simNo_37-s_10-m_20-n_10.SC.ground,0.0003247261047363281,4,196,10,37,0.0003247261047363281,,1,,optimality
8,1049323,10,20,57.0,0,PhISCS_B_,0.053873300552368164,1.0,simNo_38-s_10-m_20-n_10.SC.ground,0.0026001930236816406,4,196,10,38,,,,,
9,1049323,10,20,57.0,0,BnB_SubsampleLPBounding_0.1_True_-1,0.22996258735656738,1.0,simNo_38-s_10-m_20-n_10.SC.ground,0.0005040168762207031,4,196,10,38,0.0005040168762207031,0.22568225860595703,1,0.0027120113372802734,optimality
