,hash,n,m,k,n_flips,method,runtime,cf,file_name,internal_time,num_ones,num_zeros,s,simNo,avg_node_time,model_preparation_time,n_nodes,optimization_time,termination_condition
0,1238796,10,40,100.0,0,PhISCS_I_,2.1718521118164062,1.0,simNo_1-s_10-m_40-n_10.SC.ground,0.6147232055664062,1,399,10,1,,,,,
1,1238796,10,40,100.0,0,PhISCS_B_,0.22036385536193848,1.0,simNo_1-s_10-m_40-n_10.SC.ground,0.004595756530761719,1,399,10,1,,,,,
2,1238796,10,40,100.0,0,BnB_SubsampleLPBounding_0.1_True_-1,1.0644309520721436,1.0,simNo_1-s_10-m_40-n_10.SC.ground,0.0009703636169433594,1,399,10,1,0.0009703636169433594,1.0318832397460938,1,0.015901565551757812,optimality
3,1238796,10,40,100.0,0,BnB_SubsampleLPBounding_0.3_True_-1,1.3665440082550049,1.0,simNo_1-s_10-m_40-n_10.SC.ground,0.0005502700805664062,1,399,10,1,0.0005502700805664062,1.3011949062347412,1,0.06287312507629395,optimality
4,1238796,10,40,100.0,0,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1.815002202987671,1.0,simNo_1-s_10-m_40-n_10.SC.ground,0.0011444091796875,1,399,10,1,0.0011444091796875,1.2886676788330078,1,0.5225279331207275,optimality
5,1238796,10,40,100.0,0,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_False_True,1.9621737003326416,1.0,simNo_1-s_10-m_40-n_10.SC.ground,0.0007660388946533203,1,399,10,1,0.0007660388946533203,1.5663065910339355,1,0.39313721656799316,optimality
6,1238796,10,40,100.0,0,BnB_DynamicMWMBounding_None_False,0.021852731704711914,1.0,simNo_1-s_10-m_40-n_10.SC.ground,0.0006868839263916016,1,399,10,1,0.0006868839263916016,,1,,optimality
7,1238796,10,40,100.0,0,BnB_RandomPartitioning_None_False,0.02257990837097168,1.0,simNo_1-s_10-m_40-n_10.SC.ground,0.0007150173187255859,1,399,10,1,0.0007150173187255859,,1,,optimality
8,1238796,10,40,100.0,0,PhISCS_B_,0.3786191940307617,1.0,simNo_2-s_10-m_40-n_10.SC.ground,0.007978200912475586,1,399,10,2,,,,,
9,1238796,10,40,100.0,0,BnB_SubsampleLPBounding_0.1_True_-1,1.1396799087524414,1.0,simNo_2-s_10-m_40-n_10.SC.ground,0.0011019706726074219,1,399,10,2,0.0011019706726074219,1.1147143840789795,1,0.021065950393676758,optimality
10,1238796,10,40,100.0,0,BnB_SubsampleLPBounding_0.3_True_-1,1.6266131401062012,1.0,simNo_2-s_10-m_40-n_10.SC.ground,0.0008184909820556641,1,399,10,2,0.0008184909820556641,1.57078218460083,1,0.05272197723388672,optimality
11,1238796,10,40,100.0,0,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1.7301321029663086,1.0,simNo_2-s_10-m_40-n_10.SC.ground,0.0008311271667480469,1,399,10,2,0.0008311271667480469,1.3962488174438477,1,0.3304295539855957,optimality
12,1238796,10,40,100.0,0,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_False_True,1.9564969539642334,1.0,simNo_2-s_10-m_40-n_10.SC.ground,0.0011258125305175781,1,399,10,2,0.0011258125305175781,1.5719597339630127,1,0.38048839569091797,optimality
13,1238796,10,40,100.0,0,BnB_DynamicMWMBounding_None_False,0.027487754821777344,1.0,simNo_2-s_10-m_40-n_10.SC.ground,0.0007221698760986328,1,399,10,2,0.0007221698760986328,,1,,optimality
14,1238796,10,40,100.0,0,BnB_RandomPartitioning_None_False,0.027080774307250977,1.0,simNo_2-s_10-m_40-n_10.SC.ground,0.0007317066192626953,1,399,10,2,0.0007317066192626953,,1,,optimality
15,1238796,10,40,100.0,0,PhISCS_B_,0.20488691329956055,1.0,simNo_3-s_10-m_40-n_10.SC.ground,0.004176616668701172,1,399,10,3,,,,,
16,1238796,10,40,100.0,0,BnB_SubsampleLPBounding_0.1_True_-1,1.0154595375061035,1.0,simNo_3-s_10-m_40-n_10.SC.ground,0.0007791519165039062,1,399,10,3,0.0007791519165039062,1.0012452602386475,1,0.011423110961914062,optimality
17,1238796,10,40,100.0,0,BnB_SubsampleLPBounding_0.3_True_-1,1.2005507946014404,1.0,simNo_3-s_10-m_40-n_10.SC.ground,0.0005352497100830078,1,399,10,3,0.0005352497100830078,1.1601903438568115,1,0.03839826583862305,optimality
