,hash,n,m,k,t,n_flips,method,runtime,cf,file_name,internal_time,num_ones_ground,num_ones_noisy,num_zeros_ground,num_zeros_noisy,s,simNo,termination_condition,avg_node_time,model_preparation_time,n_nodes,optimization_time
0,4781837,40,20,60.0,169.0,34,PhISCS_I_,1.4296331405639648,1.0,simNo_1-s_10-m_20-n_40.SC.ground,0.5102717876434326,161,101,639,699,10,1,optimality,,,,
1,4781837,40,20,60.0,169.0,inf,BnB_SubsampleLPBounding_0.1_True_-1,169.80967736244202,0.0,simNo_1-s_10-m_20-n_40.SC.ground,169.00188446044922,161,101,639,699,10,1,time_limit,0.007541696838790184,11.536924123764038,22409,56.608049392700195
2,4781837,40,20,60.0,169.0,48,BnB_SubsampleLPBounding_0.3_True_-1,169.48213577270508,1.0,simNo_1-s_10-m_20-n_40.SC.ground,169.00636053085327,161,101,639,699,10,1,time_limit,0.007289784356920862,13.257617950439453,23184,89.59564304351807
3,4781837,40,20,60.0,169.0,34,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1.6583056449890137,1.0,simNo_1-s_10-m_20-n_40.SC.ground,0.7102251052856445,161,101,639,699,10,1,optimality,0.020292145865304128,0.708216667175293,35,0.7897207736968994
4,8089223,40,20,60.0,169.0,20,PhISCS_I_,1.1730492115020752,1.0,simNo_2-s_10-m_20-n_40.SC.ground,0.4117393493652344,122,62,678,738,10,2,optimality,,,,
5,8089223,40,20,60.0,169.0,inf,BnB_SubsampleLPBounding_0.1_True_-1,169.62484288215637,0.0,simNo_2-s_10-m_20-n_40.SC.ground,169.00100708007812,122,62,678,738,10,2,time_limit,0.00645756780711773,9.325280904769897,26171,54.62095355987549
6,8089223,40,20,60.0,169.0,23,BnB_SubsampleLPBounding_0.3_True_-1,169.65251517295837,1.0,simNo_2-s_10-m_20-n_40.SC.ground,169.00065183639526,122,62,678,738,10,2,time_limit,0.008672926810858836,6.976180076599121,19486,100.70557928085327
7,8089223,40,20,60.0,169.0,20,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1.5819876194000244,1.0,simNo_2-s_10-m_20-n_40.SC.ground,0.46741175651550293,122,62,678,738,10,2,optimality,0.022257702691214427,0.8812334537506104,21,0.6024737358093262
8,2736378,40,20,60.0,169.0,31,PhISCS_I_,1.4574918746948242,1.0,simNo_3-s_10-m_20-n_40.SC.ground,0.3943812847137451,164,104,636,696,10,3,optimality,,,,
9,2736378,40,20,60.0,169.0,inf,BnB_SubsampleLPBounding_0.1_True_-1,169.54891920089722,0.0,simNo_3-s_10-m_20-n_40.SC.ground,169.00292110443115,164,104,636,696,10,3,time_limit,0.006702209751920651,11.158692359924316,25216,54.315778732299805
10,2736378,40,20,60.0,169.0,inf,BnB_SubsampleLPBounding_0.3_True_-1,169.8105685710907,0.0,simNo_3-s_10-m_20-n_40.SC.ground,169.00249552726746,164,104,636,696,10,3,time_limit,0.013451328838528133,10.094623565673828,12564,97.0234477519989
11,2736378,40,20,60.0,169.0,31,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1.6959843635559082,1.0,simNo_3-s_10-m_20-n_40.SC.ground,0.7085611820220947,164,104,636,696,10,3,optimality,0.02214253693819046,0.746955394744873,32,0.7987613677978516
12,7382877,40,20,60.0,169.0,28,PhISCS_I_,1.186640977859497,1.0,simNo_4-s_10-m_20-n_40.SC.ground,0.4192848205566406,158,98,642,702,10,4,optimality,,,,
13,7382877,40,20,60.0,169.0,inf,BnB_SubsampleLPBounding_0.1_True_-1,169.54785537719727,0.0,simNo_4-s_10-m_20-n_40.SC.ground,169.00028133392334,158,98,642,702,10,4,time_limit,0.006667466813978906,8.924866914749146,25347,53.1606228351593
