,hash,n,m,n_flips,method,runtime,cf,internal_time,avg_node_time,model_preparation_time,n_nodes,optimization_time,termination_condition
0,8394113,9,11,27,PhISCS_I_,0.1655442714691162,1.0,0.10125851631164551,,,,,
1,8394113,9,11,27,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.42029833793640137,1.0,0.3609943389892578,0.0034710994133582483,0.0749669075012207,104,0.16082000732421875,optimality
2,4365742,9,11,27,PhISCS_I_,0.19102978706359863,1.0,0.13826608657836914,,,,,
3,4365742,9,11,27,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1.5972158908843994,1.0,1.5396623611450195,0.0025920241770118176,0.12082958221435547,594,0.8490970134735107,optimality
4,5304558,9,11,25,PhISCS_I_,0.18879365921020508,1.0,0.10299301147460938,,,,,
5,5304558,9,11,25,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.7861342430114746,1.0,0.7267472743988037,0.0030155488564265714,0.09715747833251953,241,0.3626887798309326,optimality
6,7709922,9,11,22,PhISCS_I_,0.09933805465698242,1.0,0.04620933532714844,,,,,
7,7709922,9,11,22,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.1379988193511963,1.0,0.07933783531188965,0.003305743137995402,0.056227684020996094,24,0.036214590072631836,optimality
8,3366275,9,11,23,PhISCS_I_,0.14547967910766602,1.0,0.09301185607910156,,,,,
9,3366275,9,11,23,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.2077786922454834,1.0,0.15062189102172852,0.0029533704121907554,0.05698752403259277,51,0.08122420310974121,optimality
10,9078416,9,11,16,PhISCS_I_,0.07206583023071289,1.0,0.02031254768371582,,,,,
11,9078416,9,11,16,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.10749244689941406,1.0,0.05147981643676758,0.003028224496280446,0.05165600776672363,17,0.023035287857055664,optimality
12,9512938,9,11,21,PhISCS_I_,0.0835256576538086,1.0,0.03204989433288574,,,,,
13,9512938,9,11,21,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.12992072105407715,1.0,0.074371337890625,0.0033805153586647725,0.05308818817138672,22,0.03355669975280762,optimality
14,1457130,9,11,25,PhISCS_I_,0.1654062271118164,1.0,0.11325287818908691,,,,,
15,1457130,9,11,25,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,4.63455057144165,1.0,4.577070713043213,0.0024064514789922256,0.3056788444519043,1902,2.3567285537719727,optimality
16,4592234,9,11,26,PhISCS_I_,0.13839221000671387,1.0,0.053276777267456055,,,,,
17,4592234,9,11,26,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1.5109374523162842,1.0,1.4522936344146729,0.0028199876396401416,0.15136337280273438,515,0.6990864276885986,optimality
18,5002612,9,11,23,PhISCS_I_,0.16108417510986328,1.0,0.1083521842956543,,,,,
19,5002612,9,11,23,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1.022843599319458,1.0,0.9658560752868652,0.0024829205020227897,0.1024634838104248,389,0.4829251766204834,optimality
20,3793353,9,11,30,PhISCS_I_,0.1583385467529297,1.0,0.10573434829711914,,,,,
21,3793353,9,11,30,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.26900529861450195,1.0,0.20910358428955078,0.0027880477905273438,0.06292319297790527,75,0.10464000701904297,optimality
22,4709187,9,11,25,PhISCS_I_,0.16025042533874512,1.0,0.10877156257629395,,,,,
23,4709187,9,11,25,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1.2672936916351318,1.0,1.2101528644561768,0.0023728487538356405,0.11701130867004395,510,0.6000728607177734,optimality
24,1773160,9,11,28,PhISCS_I_,0.1557466983795166,1.0,0.10355734825134277,,,,,
25,1773160,9,11,28,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.7165908813476562,1.0,0.658750057220459,0.002779536106415439,0.08550429344177246,237,0.35443687438964844,optimality
26,4685249,9,11,20,PhISCS_I_,0.16076993942260742,1.0,0.10840511322021484,,,,,
27,4685249,9,11,20,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.15516257286071777,1.0,0.09589385986328125,0.002996683120727539,0.054009437561035156,32,0.05249595642089844,optimality
28,380497,9,11,29,PhISCS_I_,0.2512805461883545,1.0,0.17788267135620117,,,,,
29,380497,9,11,29,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1.126105546951294,1.0,1.0679476261138916,0.0027313238519536868,0.10016226768493652,391,0.5908994674682617,optimality
30,5461958,9,11,29,PhISCS_I_,0.17976903915405273,1.0,0.1268763542175293,,,,,
