,hash,n,m,n_flips,method,runtime,cf,internal_time,avg_node_time,model_preparation_time,n_nodes,optimization_time,termination_condition
0,9023038,5,20,16,PhISCS_I_,0.22442269325256348,1.0,0.11255955696105957,,,,,
1,9023038,5,20,16,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.21117353439331055,1.0,0.0962831974029541,0.005349066522386339,0.09017729759216309,18,0.08309459686279297,optimality
2,6633609,5,20,15,PhISCS_I_,0.24137377738952637,1.0,0.11622357368469238,,,,,
3,6633609,5,20,15,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.18245792388916016,1.0,0.07047677040100098,0.003709303705315841,0.09375977516174316,19,0.05861926078796387,optimality
4,657816,5,20,25,PhISCS_I_,0.4856991767883301,1.0,0.38423633575439453,,,,,
5,657816,5,20,25,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.9461030960083008,1.0,0.8272309303283691,0.003996284687576662,0.12102866172790527,207,0.5899043083190918,optimality
6,3144658,5,20,21,PhISCS_I_,0.39035964012145996,1.0,0.29011964797973633,,,,,
7,3144658,5,20,21,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.23981046676635742,1.0,0.12166619300842285,0.005069424708684285,0.09913849830627441,24,0.09720015525817871,optimality
8,5061564,5,20,15,PhISCS_I_,0.3608403205871582,1.0,0.2236766815185547,,,,,
9,5061564,5,20,15,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.30611181259155273,1.0,0.1870737075805664,0.003741474151611328,0.10181975364685059,50,0.14755463600158691,optimality
10,4654391,5,20,25,PhISCS_I_,0.49805498123168945,1.0,0.3990175724029541,,,,,
11,4654391,5,20,25,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,10.278823137283325,1.0,10.160626649856567,0.0036352868156910795,0.4457285404205322,2795,7.097579479217529,optimality
12,9920366,5,20,21,PhISCS_I_,0.5691215991973877,1.0,0.46925854682922363,,,,,
13,9920366,5,20,21,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1.0267624855041504,1.0,0.9066281318664551,0.003514062526614167,0.12808799743652344,258,0.610278844833374,optimality
14,5825095,5,20,16,PhISCS_I_,0.19254469871520996,1.0,0.06445765495300293,,,,,
15,5825095,5,20,16,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.18947505950927734,1.0,0.07524442672729492,0.0044261427486644075,0.09609794616699219,17,0.06199955940246582,optimality
16,6068646,5,20,16,PhISCS_I_,0.19539427757263184,1.0,0.09986162185668945,,,,,
17,6068646,5,20,16,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.20914411544799805,1.0,0.09362006187438965,0.0052011145485772025,0.0953981876373291,18,0.08030176162719727,optimality
18,7730756,5,20,17,PhISCS_I_,0.19119548797607422,1.0,0.0934455394744873,,,,,
19,7730756,5,20,17,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.2168898582458496,1.0,0.09767627716064453,0.004246794659158458,0.09783649444580078,23,0.08535456657409668,optimality
20,3442567,5,20,18,PhISCS_I_,0.41193413734436035,1.0,0.2773778438568115,,,,,
21,3442567,5,20,18,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.20671701431274414,1.0,0.0889289379119873,0.004446446895599365,0.09827327728271484,20,0.07275605201721191,optimality
22,6428423,5,20,9,PhISCS_I_,0.15263795852661133,1.0,0.056217193603515625,,,,,
23,6428423,5,20,9,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.15463638305664062,1.0,0.03885650634765625,0.003885650634765625,0.09592580795288086,10,0.0406339168548584,optimality
24,6765025,5,20,12,PhISCS_I_,0.13518285751342773,1.0,0.03853726387023926,,,,,
25,6765025,5,20,12,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.1746838092803955,1.0,0.054997920989990234,0.004230609306922326,0.09768366813659668,13,0.053349971771240234,optimality
26,3929261,5,20,24,PhISCS_I_,0.43880748748779297,1.0,0.3194313049316406,,,,,
27,3929261,5,20,24,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.6251451969146729,1.0,0.505286693572998,0.0034373244460748167,0.1079714298248291,147,0.36106276512145996,optimality
28,7030830,5,20,21,PhISCS_I_,0.3656504154205322,1.0,0.2667574882507324,,,,,
29,7030830,5,20,20,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,2.002262830734253,1.0,1.88612961769104,0.003945877861278327,0.1452639102935791,478,1.372567892074585,optimality
30,3873857,5,20,11,PhISCS_I_,0.13438129425048828,1.0,0.03815197944641113,,,,,
31,3873857,5,20,11,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.16598010063171387,1.0,0.053858280181884766,0.0044881900151570635,0.09296321868896484,12,0.051157236099243164,optimality
32,762709,5,20,19,PhISCS_I_,0.4723386764526367,1.0,0.3533468246459961,,,,,
33,762709,5,20,19,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1.0922892093658447,1.0,0.974576473236084,0.0035439144481312144,0.11879992485046387,275,0.6969711780548096,optimality
34,3356439,5,20,19,PhISCS_I_,0.3893563747406006,1.0,0.2900855541229248,,,,,
35,3356439,5,20,19,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.47158193588256836,1.0,0.35036230087280273,0.004550159751594841,0.11002945899963379,77,0.25164151191711426,optimality
36,4320589,5,20,15,PhISCS_I_,0.16289377212524414,1.0,0.06515979766845703,,,,,
37,4320589,5,20,15,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.18110871315002441,1.0,0.06539082527160645,0.004086926579475403,0.09654808044433594,16,0.05434703826904297,optimality
38,9855275,5,20,13,PhISCS_I_,0.153855562210083,1.0,0.037595272064208984,,,,,
39,9855275,5,20,13,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.16613197326660156,1.0,0.05184030532836914,0.003702878952026367,0.09763312339782715,14,0.042159318923950195,optimality
40,1576715,5,20,21,PhISCS_I_,0.6724271774291992,1.0,0.5746822357177734,,,,,
41,1576715,5,20,21,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,4.05497670173645,1.0,3.9385738372802734,0.0035546695282312937,0.2261509895324707,1108,2.730142593383789,optimality
42,4947859,5,20,16,PhISCS_I_,0.3390655517578125,1.0,0.2389516830444336,,,,,
43,4947859,5,20,16,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.29416394233703613,1.0,0.17667722702026367,0.0034642593533385033,0.10052084922790527,51,0.13477826118469238,optimality
44,6823081,5,20,20,PhISCS_I_,0.3985764980316162,1.0,0.2684500217437744,,,,,
45,6823081,5,20,20,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.23251819610595703,1.0,0.11743021011352539,0.004697208404541016,0.09759783744812012,25,0.09308600425720215,optimality
46,9575796,5,20,18,PhISCS_I_,0.29334354400634766,1.0,0.19434213638305664,,,,,
47,9575796,5,20,18,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.22912859916687012,1.0,0.11239981651306152,0.004323069865886982,0.09695196151733398,26,0.0950009822845459,optimality
48,9963560,5,20,8,PhISCS_I_,0.13454318046569824,1.0,0.04018211364746094,,,,,
49,9963560,5,20,8,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.14876103401184082,1.0,0.03240609169006348,0.0036006768544514975,0.09491777420043945,9,0.038114070892333984,optimality
50,3728189,5,20,17,PhISCS_I_,0.36345767974853516,1.0,0.2460622787475586,,,,,
51,3728189,5,20,17,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.941378116607666,1.0,0.8274126052856445,0.003520904703343168,0.13014817237854004,235,0.5196247100830078,optimality
52,2664224,5,20,19,PhISCS_I_,0.37190818786621094,1.0,0.27219700813293457,,,,,
53,2664224,5,20,19,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.8280735015869141,1.0,0.7109236717224121,0.0035724807624241814,0.1182718276977539,199,0.4788529872894287,optimality
54,1832253,5,20,23,PhISCS_I_,0.3318750858306885,1.0,0.23283648490905762,,,,,
55,1832253,5,20,23,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.8506896495819092,1.0,0.7341170310974121,0.0029364681243896486,0.12992382049560547,250,0.4650461673736572,optimality
56,2399024,5,20,15,PhISCS_I_,0.219163179397583,1.0,0.10018157958984375,,,,,
57,2399024,5,20,15,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.19571280479431152,1.0,0.08023333549499512,0.00471960797029383,0.09605598449707031,17,0.06834554672241211,optimality
58,3048013,5,20,22,PhISCS_I_,0.3551177978515625,1.0,0.2583463191986084,,,,,
59,3048013,5,20,22,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.4358482360839844,1.0,0.3184199333190918,0.00379071349189395,0.10316038131713867,84,0.23595643043518066,optimality
60,3309924,5,20,16,PhISCS_I_,0.20000648498535156,1.0,0.10055422782897949,,,,,
61,3309924,5,20,16,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.20273876190185547,1.0,0.08899307250976562,0.005234886618221507,0.09510254859924316,17,0.07590007781982422,optimality
62,8060202,5,20,15,PhISCS_I_,0.34591031074523926,1.0,0.22928929328918457,,,,,
63,8060202,5,20,15,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.18728232383728027,1.0,0.07277703285217285,0.004281001932480756,0.0969552993774414,17,0.060693979263305664,optimality
64,177151,5,20,22,PhISCS_I_,0.3611414432525635,1.0,0.2631855010986328,,,,,
