,hash,n,m,n_flips,method,runtime,cf,internal_time,avg_node_time,model_preparation_time,n_nodes,optimization_time,termination_condition
0,8453100,7,14,23,PhISCS_I_,0.26471781730651855,1.0,0.1874537467956543,,,,,
1,8453100,7,14,23,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1.1430115699768066,1.0,1.05403733253479,0.003304192264999342,0.13152813911437988,319,0.5965225696563721,optimality
2,7017452,7,14,23,PhISCS_I_,0.11306190490722656,1.0,0.04473876953125,,,,,
3,7017452,7,14,23,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.22333765029907227,1.0,0.09956836700439453,0.0041486819585164385,0.10999035835266113,24,0.06701231002807617,optimality
4,6117663,7,14,21,PhISCS_I_,0.2110133171081543,1.0,0.14278507232666016,,,,,
5,6117663,7,14,21,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.23047280311584473,1.0,0.15074872970581055,0.0031405985355377197,0.07114648818969727,48,0.09695792198181152,optimality
6,5779287,7,14,23,PhISCS_I_,0.21055054664611816,1.0,0.14299321174621582,,,,,
7,5779287,7,14,23,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.45888352394104004,1.0,0.3760395050048828,0.0036866618137733607,0.08948779106140137,102,0.2146449089050293,optimality
8,2647313,7,14,18,PhISCS_I_,0.09476089477539062,1.0,0.028368234634399414,,,,,
9,2647313,7,14,18,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.13822150230407715,1.0,0.06080222129821777,0.0032001169104325143,0.06756162643432617,19,0.03528141975402832,optimality
10,7100752,7,14,20,PhISCS_I_,0.1230778694152832,1.0,0.052397727966308594,,,,,
11,7100752,7,14,20,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.2381579875946045,1.0,0.15369510650634766,0.003574304802473201,0.07800936698913574,43,0.08051538467407227,optimality
12,7676044,7,14,21,PhISCS_I_,0.24671173095703125,1.0,0.14334702491760254,,,,,
13,7676044,7,14,21,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.5784080028533936,1.0,0.5002048015594482,0.0029597917252038356,0.0899057388305664,169,0.27904701232910156,optimality
14,6199665,7,14,20,PhISCS_I_,0.09648442268371582,1.0,0.029962778091430664,,,,,
15,6199665,7,14,20,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.15136981010437012,1.0,0.06837677955627441,0.003256037121727353,0.07085418701171875,21,0.04098010063171387,optimality
16,6006776,7,14,25,PhISCS_I_,0.259840726852417,1.0,0.19147276878356934,,,,,
17,6006776,7,14,25,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,2.5257463455200195,1.0,2.4450759887695312,0.002833228260451369,0.16771245002746582,863,1.4897136688232422,optimality
18,9381191,7,14,22,PhISCS_I_,0.23788833618164062,1.0,0.1678760051727295,,,,,
19,9381191,7,14,22,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.3460984230041504,1.0,0.2632410526275635,0.003606041816815938,0.0750725269317627,73,0.1856691837310791,optimality
20,3631081,7,14,21,PhISCS_I_,0.1877884864807129,1.0,0.11898183822631836,,,,,
21,3631081,7,14,21,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.20499563217163086,1.0,0.0919957160949707,0.003999813743259596,0.10326409339904785,23,0.05997133255004883,optimality
22,4884635,7,14,27,PhISCS_I_,0.14113545417785645,1.0,0.07412886619567871,,,,,
23,4884635,7,14,27,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.22484946250915527,1.0,0.1418776512145996,0.005067058971949986,0.07267594337463379,28,0.09865880012512207,optimality
24,6144911,7,14,20,PhISCS_I_,0.09540724754333496,1.0,0.029215335845947266,,,,,
25,6144911,7,14,20,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.1516566276550293,1.0,0.06862497329711914,0.0032678558712913876,0.07054710388183594,21,0.04169654846191406,optimality
26,992048,7,14,23,PhISCS_I_,0.14468026161193848,1.0,0.0776219367980957,,,,,
27,992048,7,14,23,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.18256211280822754,1.0,0.09946417808532715,0.004144340753555298,0.07216072082519531,24,0.0651865005493164,optimality
28,4114634,7,14,20,PhISCS_I_,0.09741592407226562,1.0,0.030223369598388672,,,,,
29,4114634,7,14,20,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.17689943313598633,1.0,0.09439516067504883,0.004495007651192802,0.07076430320739746,21,0.06624150276184082,optimality
30,1202959,7,14,21,PhISCS_I_,0.13189148902893066,1.0,0.06538152694702148,,,,,
31,1202959,7,14,21,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.7388317584991455,1.0,0.6244552135467529,0.003137965897219864,0.12948870658874512,199,0.3592991828918457,optimality
32,3981000,7,14,26,PhISCS_I_,0.25943708419799805,1.0,0.19103288650512695,,,,,
33,3981000,7,14,26,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.19819021224975586,1.0,0.11371350288391113,0.0042116112179226345,0.07408285140991211,27,0.07196617126464844,optimality
34,6561212,7,14,13,PhISCS_I_,0.09161067008972168,1.0,0.0260159969329834,,,,,
35,6561212,7,14,13,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.1262662410736084,1.0,0.047208309173583984,0.0033720220838274273,0.06710958480834961,14,0.03348517417907715,optimality
36,9404682,7,14,24,PhISCS_I_,0.2941875457763672,1.0,0.22644901275634766,,,,,
37,9404682,7,14,24,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.5373015403747559,1.0,0.45621585845947266,0.002943328119093372,0.08263540267944336,155,0.2892904281616211,optimality
38,7149227,7,14,21,PhISCS_I_,0.1130976676940918,1.0,0.04529237747192383,,,,,
