,hash,n,m,n_flips,method,runtime,cf,internal_time,avg_node_time,model_preparation_time,n_nodes,optimization_time,termination_condition
151,3003866,20,5,20,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.08979535102844238,1.0,0.05814218521118164,0.0027686754862467446,0.034330129623413086,21,0.011339426040649414,optimality
152,8502675,20,5,27,PhISCS_I_,0.06671786308288574,1.0,0.034980058670043945,,,,,
153,8502675,20,5,27,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.21537137031555176,1.0,0.18376493453979492,0.003062748908996582,0.051886558532714844,60,0.03772377967834473,optimality
154,7910891,20,5,22,PhISCS_I_,0.04030966758728027,1.0,0.008614063262939453,,,,,
155,7910891,20,5,22,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.09877920150756836,1.0,0.06622505187988281,0.0028793500817340355,0.03636765480041504,23,0.01291966438293457,optimality
156,9339401,20,5,24,PhISCS_I_,0.046106815338134766,1.0,0.014040231704711914,,,,,
157,9339401,20,5,24,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.11581301689147949,1.0,0.08362412452697754,0.0033449649810791014,0.03769493103027344,25,0.024075031280517578,optimality
158,9277769,20,5,20,PhISCS_I_,0.06371259689331055,1.0,0.03088068962097168,,,,,
159,9277769,20,5,19,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.09110903739929199,1.0,0.05903792381286621,0.0028113297053745817,0.034511566162109375,21,0.01392507553100586,optimality
160,1917096,20,5,27,PhISCS_I_,0.0660560131072998,1.0,0.034139394760131836,,,,,
161,1917096,20,5,27,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.13455557823181152,1.0,0.1026451587677002,0.0026319271478897487,0.040338993072509766,39,0.023688793182373047,optimality
162,3325749,20,5,24,PhISCS_I_,0.05157208442687988,1.0,0.019368410110473633,,,,,
163,3325749,20,5,24,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.10823345184326172,1.0,0.07679176330566406,0.0029535293579101562,0.037109375,26,0.015386343002319336,optimality
164,2039524,20,5,22,PhISCS_I_,0.0688624382019043,1.0,0.036981821060180664,,,,,
165,2039524,20,5,22,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.510401725769043,1.0,0.47902536392211914,0.001774168014526367,0.06214094161987305,270,0.14197564125061035,optimality
166,7929560,20,5,21,PhISCS_I_,0.04354095458984375,1.0,0.011351585388183594,,,,,
167,7929560,20,5,21,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.09450125694274902,1.0,0.06291460990905762,0.0028597549958662553,0.035149574279785156,22,0.011944770812988281,optimality
168,8011289,20,5,19,PhISCS_I_,0.040341854095458984,1.0,0.008245229721069336,,,,,
169,8011289,20,5,19,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.09014177322387695,1.0,0.05805468559265137,0.0029027342796325685,0.034229278564453125,20,0.01232767105102539,optimality
170,4185735,20,5,19,PhISCS_I_,0.04061150550842285,1.0,0.008785486221313477,,,,,
171,4185735,20,5,19,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.08879995346069336,1.0,0.05603599548339844,0.002801799774169922,0.03487086296081543,20,0.010771036148071289,optimality
172,3947688,20,5,18,PhISCS_I_,0.04066777229309082,1.0,0.008501291275024414,,,,,
173,3947688,20,5,18,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.08705735206604004,1.0,0.05438566207885742,0.0028624032673082852,0.034079551696777344,19,0.011972188949584961,optimality
174,4921717,20,5,21,PhISCS_I_,0.0411834716796875,1.0,0.008635759353637695,,,,,
175,4921717,20,5,21,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.12230753898620605,1.0,0.06389760971069336,0.0029044368050315165,0.06074810028076172,22,0.013703107833862305,optimality
176,6048795,20,5,18,PhISCS_I_,0.04120802879333496,1.0,0.00881505012512207,,,,,
177,6048795,20,5,18,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.0862722396850586,1.0,0.052750349044799805,0.002776334160252621,0.03481149673461914,19,0.010650634765625,optimality
178,3357506,20,5,18,PhISCS_I_,0.040572166442871094,1.0,0.008533000946044922,,,,,
179,3357506,20,5,18,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.08496737480163574,1.0,0.052585601806640625,0.0027676632529810854,0.033837318420410156,19,0.011047124862670898,optimality
180,3103077,20,5,27,PhISCS_I_,0.06416654586791992,1.0,0.031494140625,,,,,
181,3103077,20,5,27,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.21230101585388184,1.0,0.18061041831970215,0.002866832036820669,0.05215287208557129,63,0.0337376594543457,optimality
182,1305318,20,5,21,PhISCS_I_,0.04439663887023926,1.0,0.011942148208618164,,,,,
183,1305318,20,5,21,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.09636378288269043,1.0,0.0644538402557373,0.002929720011624423,0.03571510314941406,22,0.013525724411010742,optimality
184,6941692,20,5,29,PhISCS_I_,0.06870460510253906,1.0,0.035750389099121094,,,,,
