,hash,n,m,n_flips,method,runtime,cf,internal_time,avg_node_time,model_preparation_time,n_nodes,optimization_time,termination_condition
0,3481211,8,12,24,PhISCS_I_,0.218048095703125,1.0,0.14914345741271973,,,,,
1,3481211,8,12,24,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,3.5492420196533203,1.0,3.4786183834075928,0.0025824932319284282,0.26476430892944336,1347,1.8778018951416016,optimality
2,568694,8,12,23,PhISCS_I_,0.18208765983581543,1.0,0.12472200393676758,,,,,
3,568694,8,12,23,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.2903754711151123,1.0,0.22499299049377441,0.00374988317489624,0.06682109832763672,60,0.0956733226776123,optimality
4,4307293,8,12,21,PhISCS_I_,0.09854292869567871,1.0,0.041924476623535156,,,,,
5,4307293,8,12,21,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.143629789352417,1.0,0.07828092575073242,0.003558223897760565,0.05747175216674805,22,0.04452371597290039,optimality
6,5780678,8,12,27,PhISCS_I_,0.1147165298461914,1.0,0.05843782424926758,,,,,
7,5780678,8,12,27,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.312058687210083,1.0,0.24821114540100098,0.0037046439612089697,0.07115411758422852,67,0.12748932838439941,optimality
8,1014272,8,12,20,PhISCS_I_,0.07971310615539551,1.0,0.02409529685974121,,,,,
9,1014272,8,12,20,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.13367867469787598,1.0,0.06724190711975098,0.003201995577130999,0.05778622627258301,21,0.036939144134521484,optimality
10,1341305,8,12,26,PhISCS_I_,0.2058696746826172,1.0,0.14924097061157227,,,,,
11,1341305,8,12,25,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,1.3725476264953613,1.0,1.307934045791626,0.0025347559026969494,0.11507105827331543,516,0.7285110950469971,optimality
12,3822970,8,12,22,PhISCS_I_,0.16184449195861816,1.0,0.10276317596435547,,,,,
13,3822970,8,12,22,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.25510644912719727,1.0,0.19231772422790527,0.0037709357691746133,0.0655219554901123,51,0.10603880882263184,optimality
14,8397535,8,12,21,PhISCS_I_,0.1640920639038086,1.0,0.10731768608093262,,,,,
