,hash,n,m,n_flips,method,runtime,cf,internal_time,avg_node_time,model_preparation_time,n_nodes,optimization_time,termination_condition
0,4421645,10,10,27,PhISCS_I_,0.152130126953125,1.0,0.09207296371459961,,,,,
1,4421645,10,10,27,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.18852758407592773,1.0,0.13083553314208984,0.003270888328552246,0.05256295204162598,40,0.06183958053588867,optimality
2,9831902,10,10,23,PhISCS_I_,0.06961655616760254,1.0,0.02137136459350586,,,,,
3,9831902,10,10,23,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.1336805820465088,1.0,0.08024024963378906,0.003343343734741211,0.051949262619018555,24,0.033449649810791016,optimality
4,1788372,10,10,28,PhISCS_I_,0.13298654556274414,1.0,0.08357071876525879,,,,,
5,1788372,10,10,28,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.29015660285949707,1.0,0.21132946014404297,0.0023223017598246482,0.08649230003356934,91,0.09765124320983887,optimality
6,229364,10,10,28,PhISCS_I_,0.15894222259521484,1.0,0.10866451263427734,,,,,
7,229364,10,10,28,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,2.948514223098755,1.0,2.8943755626678467,0.0024039664141759522,0.1958475112915039,1204,1.5029385089874268,optimality
8,6696520,10,10,25,PhISCS_I_,0.14066839218139648,1.0,0.09069204330444336,,,,,
9,6696520,10,10,25,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,3.8998799324035645,1.0,3.8455071449279785,0.0022462074444672773,0.3059403896331787,1712,1.838031530380249,optimality
10,6317175,10,10,21,PhISCS_I_,0.06854844093322754,1.0,0.019721508026123047,,,,,
11,6317175,10,10,21,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.1244204044342041,1.0,0.07082390785217285,0.00321926853873513,0.05155777931213379,22,0.030077457427978516,optimality
12,5802672,10,10,26,PhISCS_I_,0.13760900497436523,1.0,0.0888819694519043,,,,,
13,5802672,10,10,26,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.3246171474456787,1.0,0.270646333694458,0.0024604212154041637,0.06039094924926758,110,0.13673877716064453,optimality
14,3050186,10,10,23,PhISCS_I_,0.14919614791870117,1.0,0.10016727447509766,,,,,
15,3050186,10,10,23,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1_True_True,0.8521900177001953,1.0,0.8000986576080322,0.0023883542018150214,0.09118533134460449,335,0.38166308403015137,optimality
16,9261663,10,10,22,PhISCS_I_,0.06926155090332031,1.0,0.019390583038330078,,,,,
