,hash,n,m,nf,method,runtime,cf,internalTime,avgNodeTime,modelPreperationTime,nNodes,optimizationTime,terminationCond
0,2984492,9,11,27,PhISCS_I_,0.1890275478363037,1.0,0.11743760108947754,,,,,
1,2984492,9,11,27,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,3.6650805473327637,1.0,3.5939831733703613,0.012182993808035123,0.1933426856994629,295,3.0733141899108887,optimality
2,2984492,9,11,31,BnB_DynamicMWMBounding_None_False,60.009350061416626,1.0,60.00482225418091,0.008218712813885894,,7301,,time_limit
3,7444549,9,11,31,PhISCS_I_,0.25841426849365234,1.0,0.16277456283569336,,,,,
4,7444549,9,11,31,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,47.23181676864624,1.0,47.16339087486267,0.01010788488531133,1.814213752746582,4666,40.41783380508423,optimality
5,7444549,9,11,31,BnB_DynamicMWMBounding_None_False,60.00787925720215,1.0,60.004456758499146,0.00795604040818074,,7542,,time_limit
6,345386,9,11,30,PhISCS_I_,0.19601798057556152,1.0,0.14372038841247559,,,,,
7,345386,9,11,30,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,12.085860967636108,1.0,12.021361351013184,0.010704685085497047,0.42616939544677734,1123,10.447449922561646,optimality
8,345386,9,11,30,BnB_DynamicMWMBounding_None_False,60.01061487197876,1.0,60.007498025894165,0.007735915692393214,,7757,,time_limit
9,5605282,9,11,26,PhISCS_I_,0.15520215034484863,1.0,0.10348796844482422,,,,,
10,5605282,9,11,26,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.5823400020599365,1.0,0.5214929580688477,0.0158028169111772,0.07125139236450195,33,0.4541025161743164,optimality
11,5605282,9,11,30,BnB_DynamicMWMBounding_None_False,60.00790786743164,1.0,60.00503945350647,0.007869513370951669,,7625,,time_limit
12,121370,9,11,24,PhISCS_I_,0.17914557456970215,1.0,0.12512445449829102,,,,,
13,121370,9,11,24,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.5686240196228027,1.0,0.5088753700256348,0.014135426945156522,0.06842470169067383,36,0.4412996768951416,optimality
14,121370,9,11,28,BnB_DynamicMWMBounding_None_False,60.00570631027222,1.0,60.00280165672302,0.007666130274271499,,7827,,time_limit
15,7088008,9,11,25,PhISCS_I_,0.10580682754516602,1.0,0.052327871322631836,,,,,
