,hash,n,m,nf,method,runtime,cf,internalTime,avgNodeTime,modelPreperationTime,nNodes,optimizationTime,terminationCond
0,5594671,7,14,17,PhISCS_I_,0.12978696823120117,1.0,0.05068397521972656,,,,,
1,5594671,7,14,17,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.5287315845489502,1.0,0.4459552764892578,0.0247752931382921,0.06995940208435059,18,0.4171929359436035,optimality
2,5594671,7,14,17,BnB_DynamicMWMBounding_None_False,38.111793994903564,1.0,38.10870027542114,0.006844234963258107,,5568,,optimality
3,7786355,7,14,23,PhISCS_I_,0.13545870780944824,1.0,0.03305816650390625,,,,,
4,7786355,7,14,23,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.6400327682495117,1.0,0.5569984912872314,0.02320827047030131,0.08048319816589355,24,0.512861967086792,optimality
5,7786355,7,14,23,BnB_DynamicMWMBounding_None_False,60.00405502319336,1.0,60.00018882751465,0.008431729739673223,,7116,,time_limit
6,2717818,7,14,24,PhISCS_I_,0.1920475959777832,1.0,0.1206965446472168,,,,,
7,2717818,7,14,24,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.7233660221099854,1.0,0.6425836086273193,0.019472230564464222,0.08295011520385742,33,0.5872642993927002,optimality
8,2717818,7,14,24,BnB_DynamicMWMBounding_None_False,60.01023054122925,1.0,60.006654262542725,0.010167172867255629,,5902,,time_limit
9,4147615,7,14,26,PhISCS_I_,0.21463561058044434,1.0,0.14532828330993652,,,,,
10,4147615,7,14,26,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,1.553467035293579,1.0,1.468057632446289,0.02531133849045326,0.10333657264709473,58,1.3432211875915527,optimality
11,4147615,7,14,26,BnB_DynamicMWMBounding_None_False,60.0057418346405,1.0,60.001660108566284,0.01012857192919755,,5924,,time_limit
12,5014761,7,14,23,PhISCS_I_,0.2731754779815674,1.0,0.17216801643371582,,,,,
13,5014761,7,14,23,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,2.437089204788208,1.0,2.3574604988098145,0.0169601474734519,0.12372827529907227,139,2.129321336746216,optimality
14,5014761,7,14,24,BnB_DynamicMWMBounding_None_False,60.01871967315674,1.0,60.01527428627014,0.009368603541409637,,6406,,time_limit
15,8769722,7,14,26,PhISCS_I_,0.20130109786987305,1.0,0.13203120231628418,,,,,
16,8769722,7,14,26,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,4.196701526641846,1.0,4.114655256271362,0.015239463912116157,0.1677074432373047,270,3.7293026447296143,optimality
