hash,n,m,k,t,n_flips,runtime,file_name,internal_time,num_ones_noisy,num_zeros_noisy,Experiment_File  Name
6909804,100,20,None,500,33,2.913545847,simNo_1-s_10-m_20-n_100-k_54.SC.noisy,1.022045851,362,1638,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9320215,100,20,None,500,28,2.602821350,simNo_1-s_10-m_20-n_100-k_55.SC.noisy,0.689987421,361,1639,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1169612,100,20,None,500,34,2.607725620,simNo_1-s_10-m_20-n_100-k_56.SC.noisy,0.700695992,360,1640,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8730060,100,20,None,500,36,2.625218391,simNo_1-s_10-m_20-n_100-k_57.SC.noisy,0.707321167,359,1641,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9828617,100,20,None,500,42,2.918320656,simNo_1-s_10-m_20-n_100-k_58.SC.noisy,1.030444860,358,1642,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9429786,100,20,None,500,35,2.856697559,simNo_1-s_10-m_20-n_100-k_59.SC.noisy,0.974030018,357,1643,"cmp_algs_None,None,1_11-16-00-20-58.csv"
580581,100,20,None,500,38,3.009796381,simNo_1-s_10-m_20-n_100-k_60.SC.noisy,1.093964815,356,1644,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7570106,100,20,None,500,40,3.902193069,simNo_1-s_10-m_20-n_100-k_61.SC.noisy,2.026710033,355,1645,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7825072,100,20,None,500,43,2.568928957,simNo_1-s_10-m_20-n_100-k_62.SC.noisy,0.666601419,354,1646,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8181540,100,20,None,500,39,2.577957153,simNo_1-s_10-m_20-n_100-k_63.SC.noisy,0.691645861,353,1647,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1822804,100,20,None,500,42,3.258522272,simNo_1-s_10-m_20-n_100-k_64.SC.noisy,1.360305309,352,1648,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3540517,100,20,None,500,42,2.845475197,simNo_1-s_10-m_20-n_100-k_65.SC.noisy,0.972041130,351,1649,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3790331,100,20,None,500,38,2.956846237,simNo_1-s_10-m_20-n_100-k_66.SC.noisy,1.058650494,350,1650,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7672054,100,20,None,500,40,2.567086458,simNo_1-s_10-m_20-n_100-k_67.SC.noisy,0.693540096,349,1651,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7519188,100,20,None,500,42,3.855316877,simNo_1-s_10-m_20-n_100-k_68.SC.noisy,1.952802181,348,1652,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3053992,100,20,None,500,46,3.065320730,simNo_1-s_10-m_20-n_100-k_69.SC.noisy,1.156916857,347,1653,"cmp_algs_None,None,1_11-16-00-20-58.csv"
4024143,100,20,None,500,46,3.231248140,simNo_1-s_10-m_20-n_100-k_70.SC.noisy,1.347524405,346,1654,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8328341,100,20,None,500,43,2.887404680,simNo_1-s_10-m_20-n_100-k_71.SC.noisy,0.984443903,345,1655,"cmp_algs_None,None,1_11-16-00-20-58.csv"
4110567,100,20,None,500,42,8.005714655,simNo_1-s_10-m_20-n_100-k_72.SC.noisy,6.123229742,344,1656,"cmp_algs_None,None,1_11-16-00-20-58.csv"
4413389,100,20,None,500,43,2.596329689,simNo_1-s_10-m_20-n_100-k_73.SC.noisy,0.685817003,343,1657,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1527429,100,20,None,500,47,2.853222609,simNo_1-s_10-m_20-n_100-k_74.SC.noisy,0.968453646,342,1658,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3265098,100,20,None,500,50,2.758668661,simNo_1-s_10-m_20-n_100-k_75.SC.noisy,0.796779394,341,1659,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3448960,100,20,None,500,52,2.955471516,simNo_1-s_10-m_20-n_100-k_76.SC.noisy,1.048299551,340,1660,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1294031,100,20,None,500,51,2.866457224,simNo_1-s_10-m_20-n_100-k_77.SC.noisy,0.990968943,339,1661,"cmp_algs_None,None,1_11-16-00-20-58.csv"
5757327,100,20,None,500,52,2.975651979,simNo_1-s_10-m_20-n_100-k_78.SC.noisy,1.078716993,338,1662,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2246480,100,20,None,500,53,2.674546242,simNo_1-s_10-m_20-n_100-k_79.SC.noisy,0.802106619,337,1663,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8467701,100,20,None,500,45,2.620062351,simNo_1-s_10-m_20-n_100-k_80.SC.noisy,0.712743998,336,1664,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2518578,100,20,None,500,51,2.574127197,simNo_1-s_10-m_20-n_100-k_81.SC.noisy,0.705408812,335,1665,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3836657,100,20,None,500,58,4.070603132,simNo_1-s_10-m_20-n_100-k_82.SC.noisy,2.152658463,334,1666,"cmp_algs_None,None,1_11-16-00-20-58.csv"
4874621,100,20,None,500,55,2.662325144,simNo_1-s_10-m_20-n_100-k_83.SC.noisy,0.785619974,333,1667,"cmp_algs_None,None,1_11-16-00-20-58.csv"
6479423,100,20,None,500,53,2.895180941,simNo_1-s_10-m_20-n_100-k_84.SC.noisy,1.003200769,332,1668,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2127964,100,20,None,500,55,2.894267797,simNo_1-s_10-m_20-n_100-k_85.SC.noisy,0.982070446,331,1669,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9151362,100,20,None,500,40,2.699363708,simNo_1-s_10-m_20-n_100-k_86.SC.noisy,0.798815489,330,1670,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8328923,100,20,None,500,54,3.258396149,simNo_1-s_10-m_20-n_100-k_87.SC.noisy,1.354180336,329,1671,"cmp_algs_None,None,1_11-16-00-20-58.csv"
6897503,100,20,None,500,54,2.964232206,simNo_1-s_10-m_20-n_100-k_88.SC.noisy,1.079626799,328,1672,"cmp_algs_None,None,1_11-16-00-20-58.csv"
939005,100,20,None,500,55,2.593271017,simNo_1-s_10-m_20-n_100-k_89.SC.noisy,0.688978434,327,1673,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3328648,100,20,None,500,65,3.766745567,simNo_1-s_10-m_20-n_100-k_90.SC.noisy,1.875420332,326,1674,"cmp_algs_None,None,1_11-16-00-20-58.csv"
5212700,100,20,None,500,62,2.564702272,simNo_1-s_10-m_20-n_100-k_91.SC.noisy,0.686830759,325,1675,"cmp_algs_None,None,1_11-16-00-20-58.csv"
5617512,100,20,None,500,51,2.618682146,simNo_1-s_10-m_20-n_100-k_92.SC.noisy,0.709005594,324,1676,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8837780,100,20,None,500,59,2.980669737,simNo_1-s_10-m_20-n_100-k_93.SC.noisy,1.093016624,323,1677,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1750038,100,20,None,500,65,2.616949320,simNo_1-s_10-m_20-n_100-k_94.SC.noisy,0.703538895,322,1678,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1699062,100,20,None,500,57,2.887063742,simNo_1-s_10-m_20-n_100-k_95.SC.noisy,1.006831169,321,1679,"cmp_algs_None,None,1_11-16-00-20-58.csv"
6191671,100,20,None,500,66,2.712024212,simNo_1-s_10-m_20-n_100-k_96.SC.noisy,0.799431801,320,1680,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9791643,100,20,None,500,63,2.933356047,simNo_1-s_10-m_20-n_100-k_97.SC.noisy,1.050483942,319,1681,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2154890,100,20,None,500,61,3.016471386,simNo_1-s_10-m_20-n_100-k_98.SC.noisy,1.103846312,318,1682,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7388657,100,20,None,500,67,2.964258194,simNo_1-s_10-m_20-n_100-k_99.SC.noisy,1.075817585,317,1683,"cmp_algs_None,None,1_11-16-00-20-58.csv"
5038774,100,20,None,500,61,3.018628359,simNo_1-s_10-m_20-n_100-k_100.SC.noisy,1.098414183,316,1684,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7235310,100,20,None,500,60,2.725539923,simNo_1-s_10-m_20-n_100-k_101.SC.noisy,0.815592051,315,1685,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9865405,100,20,None,500,67,2.561367035,simNo_1-s_10-m_20-n_100-k_102.SC.noisy,0.687633038,314,1686,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1052830,100,20,None,500,58,2.730488062,simNo_1-s_10-m_20-n_100-k_103.SC.noisy,0.810951471,313,1687,"cmp_algs_None,None,1_11-16-00-20-58.csv"
984484,100,20,None,500,59,3.654195309,simNo_1-s_10-m_20-n_100-k_104.SC.noisy,1.767089367,312,1688,"cmp_algs_None,None,1_11-16-00-20-58.csv"
4660957,100,20,None,500,72,3.083003759,simNo_1-s_10-m_20-n_100-k_105.SC.noisy,1.163506269,311,1689,"cmp_algs_None,None,1_11-16-00-20-58.csv"
6103114,100,20,None,500,60,2.878831625,simNo_1-s_10-m_20-n_100-k_106.SC.noisy,1.000651836,310,1690,"cmp_algs_None,None,1_11-16-00-20-58.csv"
451229,100,20,None,500,62,2.984687328,simNo_1-s_10-m_20-n_100-k_107.SC.noisy,1.116413116,309,1691,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9107037,100,20,None,500,72,2.633248329,simNo_1-s_10-m_20-n_100-k_108.SC.noisy,0.717155933,308,1692,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3279800,100,20,None,500,71,2.996885777,simNo_1-s_10-m_20-n_100-k_109.SC.noisy,1.113790274,307,1693,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7795580,100,20,None,500,69,2.743381262,simNo_1-s_10-m_20-n_100-k_110.SC.noisy,0.829636574,306,1694,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3962263,100,20,None,500,69,2.941920280,simNo_1-s_10-m_20-n_100-k_111.SC.noisy,1.062701225,305,1695,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1055667,100,20,None,500,65,3.875291586,simNo_1-s_10-m_20-n_100-k_112.SC.noisy,1.967959166,304,1696,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1219952,100,20,None,500,72,2.779885054,simNo_1-s_10-m_20-n_100-k_113.SC.noisy,0.908945560,303,1697,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8473271,100,20,None,500,67,2.602361917,simNo_1-s_10-m_20-n_100-k_114.SC.noisy,0.696348667,302,1698,"cmp_algs_None,None,1_11-16-00-20-58.csv"
6432918,100,20,None,500,70,2.882161856,simNo_1-s_10-m_20-n_100-k_115.SC.noisy,1.004135370,301,1699,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3781483,100,20,None,500,62,2.578104496,simNo_1-s_10-m_20-n_100-k_116.SC.noisy,0.680454254,300,1700,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3625400,100,20,None,500,68,2.949711561,simNo_1-s_10-m_20-n_100-k_117.SC.noisy,1.035535336,299,1701,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2868709,100,20,None,500,76,3.020844936,simNo_1-s_10-m_20-n_100-k_118.SC.noisy,1.122949362,298,1702,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3316082,100,20,None,500,71,2.855529308,simNo_1-s_10-m_20-n_100-k_119.SC.noisy,0.950341702,297,1703,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1683395,100,20,None,500,76,2.839684963,simNo_1-s_10-m_20-n_100-k_120.SC.noisy,0.944776773,296,1704,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3196001,100,20,None,500,75,2.598986149,simNo_1-s_10-m_20-n_100-k_121.SC.noisy,0.697821379,295,1705,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1876272,100,20,None,500,66,2.907105684,simNo_1-s_10-m_20-n_100-k_122.SC.noisy,1.000969887,294,1706,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3509042,100,20,None,500,70,2.993278980,simNo_1-s_10-m_20-n_100-k_123.SC.noisy,1.106959820,293,1707,"cmp_algs_None,None,1_11-16-00-20-58.csv"
520464,100,20,None,500,78,2.984246731,simNo_1-s_10-m_20-n_100-k_124.SC.noisy,1.074964762,292,1708,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9142336,100,20,None,500,82,2.601566792,simNo_1-s_10-m_20-n_100-k_125.SC.noisy,0.712072611,291,1709,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8130335,100,20,None,500,76,2.916183233,simNo_1-s_10-m_20-n_100-k_126.SC.noisy,1.006192446,290,1710,"cmp_algs_None,None,1_11-16-00-20-58.csv"
6807384,100,20,None,500,73,2.598462582,simNo_1-s_10-m_20-n_100-k_127.SC.noisy,0.715217113,289,1711,"cmp_algs_None,None,1_11-16-00-20-58.csv"
195282,100,20,None,500,74,2.736819029,simNo_1-s_10-m_20-n_100-k_128.SC.noisy,0.825669765,288,1712,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9508302,100,20,None,500,76,2.590112925,simNo_1-s_10-m_20-n_100-k_129.SC.noisy,0.702669859,287,1713,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9159127,100,20,None,500,81,2.723385811,simNo_1-s_10-m_20-n_100-k_130.SC.noisy,0.812237740,286,1714,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1352148,100,20,None,500,83,2.995860100,simNo_1-s_10-m_20-n_100-k_131.SC.noisy,1.114604950,285,1715,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1055585,100,20,None,500,86,6.740637779,simNo_1-s_10-m_20-n_100-k_132.SC.noisy,4.842326403,284,1716,"cmp_algs_None,None,1_11-16-00-20-58.csv"
758145,100,20,None,500,82,2.601525545,simNo_1-s_10-m_20-n_100-k_133.SC.noisy,0.695727348,283,1717,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8718286,100,20,None,500,72,8.661610365,simNo_1-s_10-m_20-n_100-k_134.SC.noisy,6.779492378,282,1718,"cmp_algs_None,None,1_11-16-00-20-58.csv"
4983002,100,20,None,500,78,2.595693111,simNo_1-s_10-m_20-n_100-k_135.SC.noisy,0.692352057,281,1719,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8545408,100,20,None,500,76,2.591054916,simNo_1-s_10-m_20-n_100-k_136.SC.noisy,0.704971790,280,1720,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2280377,100,20,None,500,85,2.626157045,simNo_1-s_10-m_20-n_100-k_137.SC.noisy,0.711204052,279,1721,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9271520,100,20,None,500,4,2.563097954,simNo_2-s_10-m_20-n_100-k_10.SC.noisy,0.681312561,317,1683,"cmp_algs_None,None,1_11-16-00-20-58.csv"
510295,100,20,None,500,5,2.591375113,simNo_2-s_10-m_20-n_100-k_11.SC.noisy,0.697317123,316,1684,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2898375,100,20,None,500,6,2.620252848,simNo_2-s_10-m_20-n_100-k_12.SC.noisy,0.707439661,315,1685,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2481958,100,20,None,500,7,2.582465887,simNo_2-s_10-m_20-n_100-k_13.SC.noisy,0.702966213,314,1686,"cmp_algs_None,None,1_11-16-00-20-58.csv"
6150337,100,20,None,500,5,2.704736233,simNo_2-s_10-m_20-n_100-k_14.SC.noisy,0.785247803,313,1687,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8399969,100,20,None,500,5,2.593659639,simNo_2-s_10-m_20-n_100-k_15.SC.noisy,0.702443600,312,1688,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8191528,100,20,None,500,7,2.603204966,simNo_2-s_10-m_20-n_100-k_16.SC.noisy,0.694451094,311,1689,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3916455,100,20,None,500,7,2.580415964,simNo_2-s_10-m_20-n_100-k_17.SC.noisy,0.701302767,310,1690,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2363270,100,20,None,500,9,2.593687534,simNo_2-s_10-m_20-n_100-k_18.SC.noisy,0.680361748,309,1691,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8239136,100,20,None,500,7,2.567147255,simNo_2-s_10-m_20-n_100-k_19.SC.noisy,0.686984301,308,1692,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1495730,100,20,None,500,12,2.906318665,simNo_2-s_10-m_20-n_100-k_20.SC.noisy,0.994854689,307,1693,"cmp_algs_None,None,1_11-16-00-20-58.csv"
60168,100,20,None,500,10,2.618590832,simNo_2-s_10-m_20-n_100-k_21.SC.noisy,0.699613810,306,1694,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9137451,100,20,None,500,12,2.587137222,simNo_2-s_10-m_20-n_100-k_22.SC.noisy,0.700919390,305,1695,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7978798,100,20,None,500,12,2.613232613,simNo_2-s_10-m_20-n_100-k_23.SC.noisy,0.702939272,304,1696,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1376567,100,20,None,500,12,2.854462862,simNo_2-s_10-m_20-n_100-k_24.SC.noisy,0.979837179,303,1697,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3259130,100,20,None,500,12,2.905823946,simNo_2-s_10-m_20-n_100-k_25.SC.noisy,0.985384464,302,1698,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1231385,100,20,None,500,11,2.606605053,simNo_2-s_10-m_20-n_100-k_26.SC.noisy,0.703698397,301,1699,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2044482,100,20,None,500,12,2.573793411,simNo_2-s_10-m_20-n_100-k_27.SC.noisy,0.687886715,300,1700,"cmp_algs_None,None,1_11-16-00-20-58.csv"
824703,100,20,None,500,13,2.900318861,simNo_2-s_10-m_20-n_100-k_28.SC.noisy,0.984778404,299,1701,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8972369,100,20,None,500,13,2.855703354,simNo_2-s_10-m_20-n_100-k_29.SC.noisy,0.984542131,298,1702,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9679469,100,20,None,500,12,2.600922823,simNo_2-s_10-m_20-n_100-k_30.SC.noisy,0.699016094,297,1703,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7225765,100,20,None,500,13,2.561175108,simNo_2-s_10-m_20-n_100-k_31.SC.noisy,0.685792685,296,1704,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3641703,100,20,None,500,16,2.980958462,simNo_2-s_10-m_20-n_100-k_32.SC.noisy,1.082414389,295,1705,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1336213,100,20,None,500,14,2.564352751,simNo_2-s_10-m_20-n_100-k_33.SC.noisy,0.685904026,294,1706,"cmp_algs_None,None,1_11-16-00-20-58.csv"
5763159,100,20,None,500,22,2.679166079,simNo_2-s_10-m_20-n_100-k_34.SC.noisy,0.785342216,293,1707,"cmp_algs_None,None,1_11-16-00-20-58.csv"
6799580,100,20,None,500,18,2.552845001,simNo_2-s_10-m_20-n_100-k_35.SC.noisy,0.678052664,292,1708,"cmp_algs_None,None,1_11-16-00-20-58.csv"
6071814,100,20,None,500,19,2.594948530,simNo_2-s_10-m_20-n_100-k_36.SC.noisy,0.687901020,291,1709,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3017596,100,20,None,500,18,2.588251352,simNo_2-s_10-m_20-n_100-k_37.SC.noisy,0.678832054,290,1710,"cmp_algs_None,None,1_11-16-00-20-58.csv"
499366,100,20,None,500,24,2.904330969,simNo_2-s_10-m_20-n_100-k_38.SC.noisy,1.003443241,289,1711,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3791577,100,20,None,500,20,2.925361395,simNo_2-s_10-m_20-n_100-k_39.SC.noisy,1.002476215,288,1712,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3515794,100,20,None,500,21,2.564982176,simNo_2-s_10-m_20-n_100-k_40.SC.noisy,0.690336704,287,1713,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8058020,100,20,None,500,22,2.587899685,simNo_2-s_10-m_20-n_100-k_41.SC.noisy,0.681902409,286,1714,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1676457,100,20,None,500,23,2.886317015,simNo_2-s_10-m_20-n_100-k_42.SC.noisy,0.994391203,285,1715,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7678807,100,20,None,500,22,2.559158087,simNo_2-s_10-m_20-n_100-k_43.SC.noisy,0.680896997,284,1716,"cmp_algs_None,None,1_11-16-00-20-58.csv"
4578192,100,20,None,500,23,2.640559912,simNo_2-s_10-m_20-n_100-k_44.SC.noisy,0.709160328,283,1717,"cmp_algs_None,None,1_11-16-00-20-58.csv"
523180,100,20,None,500,28,2.638559341,simNo_2-s_10-m_20-n_100-k_45.SC.noisy,0.699727297,282,1718,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7283552,100,20,None,500,28,2.619040489,simNo_2-s_10-m_20-n_100-k_46.SC.noisy,0.704709530,281,1719,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9510846,100,20,None,500,28,2.904820681,simNo_2-s_10-m_20-n_100-k_47.SC.noisy,1.020258665,280,1720,"cmp_algs_None,None,1_11-16-00-20-58.csv"
4620590,100,20,None,500,28,2.747199059,simNo_2-s_10-m_20-n_100-k_48.SC.noisy,0.849040747,279,1721,"cmp_algs_None,None,1_11-16-00-20-58.csv"
6760022,100,20,None,500,28,2.881865025,simNo_2-s_10-m_20-n_100-k_49.SC.noisy,0.995745182,278,1722,"cmp_algs_None,None,1_11-16-00-20-58.csv"
4190501,100,20,None,500,28,2.693980217,simNo_2-s_10-m_20-n_100-k_50.SC.noisy,0.781795502,277,1723,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7622444,100,20,None,500,25,2.856544018,simNo_2-s_10-m_20-n_100-k_51.SC.noisy,0.978338957,276,1724,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2763533,100,20,None,500,28,2.988756418,simNo_2-s_10-m_20-n_100-k_52.SC.noisy,1.091562033,275,1725,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3539539,100,20,None,500,32,2.926728010,simNo_2-s_10-m_20-n_100-k_53.SC.noisy,1.010346651,274,1726,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9087245,100,20,None,500,32,2.667037249,simNo_2-s_10-m_20-n_100-k_54.SC.noisy,0.779093981,273,1727,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3579388,100,20,None,500,33,2.616238594,simNo_2-s_10-m_20-n_100-k_55.SC.noisy,0.706197739,272,1728,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7159724,100,20,None,500,33,2.569445133,simNo_2-s_10-m_20-n_100-k_56.SC.noisy,0.689718962,271,1729,"cmp_algs_None,None,1_11-16-00-20-58.csv"
5748570,100,20,None,500,23,2.622385263,simNo_2-s_10-m_20-n_100-k_57.SC.noisy,0.706701279,270,1730,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1706149,100,20,None,500,32,2.874764204,simNo_2-s_10-m_20-n_100-k_58.SC.noisy,0.995038509,269,1731,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8951046,100,20,None,500,29,2.660053253,simNo_2-s_10-m_20-n_100-k_59.SC.noisy,0.780774593,268,1732,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9887919,100,20,None,500,35,3.047666073,simNo_2-s_10-m_20-n_100-k_60.SC.noisy,1.144570112,267,1733,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3363866,100,20,None,500,37,2.688284636,simNo_2-s_10-m_20-n_100-k_61.SC.noisy,0.798251867,266,1734,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2048864,100,20,None,500,26,2.889735460,simNo_2-s_10-m_20-n_100-k_62.SC.noisy,0.979706764,265,1735,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7085681,100,20,None,500,33,2.589385271,simNo_2-s_10-m_20-n_100-k_63.SC.noisy,0.699915409,264,1736,"cmp_algs_None,None,1_11-16-00-20-58.csv"
5404813,100,20,None,500,35,2.991372585,simNo_2-s_10-m_20-n_100-k_64.SC.noisy,1.069018364,263,1737,"cmp_algs_None,None,1_11-16-00-20-58.csv"
5771467,100,20,None,500,39,2.707354784,simNo_2-s_10-m_20-n_100-k_65.SC.noisy,0.779164553,262,1738,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1334317,100,20,None,500,35,2.884122133,simNo_2-s_10-m_20-n_100-k_66.SC.noisy,0.979375124,261,1739,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8159328,100,20,None,500,33,2.872684002,simNo_2-s_10-m_20-n_100-k_67.SC.noisy,0.986039162,260,1740,"cmp_algs_None,None,1_11-16-00-20-58.csv"
348448,100,20,None,500,40,2.587023735,simNo_2-s_10-m_20-n_100-k_68.SC.noisy,0.687668324,259,1741,"cmp_algs_None,None,1_11-16-00-20-58.csv"
6326957,100,20,None,500,36,2.719538212,simNo_2-s_10-m_20-n_100-k_69.SC.noisy,0.799221277,258,1742,"cmp_algs_None,None,1_11-16-00-20-58.csv"
6483956,100,20,None,500,38,2.693146706,simNo_2-s_10-m_20-n_100-k_70.SC.noisy,0.796697855,257,1743,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3218610,100,20,None,500,38,2.615884066,simNo_2-s_10-m_20-n_100-k_71.SC.noisy,0.702687740,256,1744,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3000538,100,20,None,500,36,2.598180056,simNo_2-s_10-m_20-n_100-k_72.SC.noisy,0.712513924,255,1745,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7500023,100,20,None,500,39,2.711991549,simNo_2-s_10-m_20-n_100-k_73.SC.noisy,0.794859171,254,1746,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2311360,100,20,None,500,45,2.706070662,simNo_2-s_10-m_20-n_100-k_74.SC.noisy,0.813608885,253,1747,"cmp_algs_None,None,1_11-16-00-20-58.csv"
4828785,100,20,None,500,45,3.611110687,simNo_2-s_10-m_20-n_100-k_75.SC.noisy,1.728801727,252,1748,"cmp_algs_None,None,1_11-16-00-20-58.csv"
6756774,100,20,None,500,34,2.698521376,simNo_2-s_10-m_20-n_100-k_76.SC.noisy,0.785987377,251,1749,"cmp_algs_None,None,1_11-16-00-20-58.csv"
23350,100,20,None,500,40,2.688004017,simNo_2-s_10-m_20-n_100-k_77.SC.noisy,0.801877499,250,1750,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8576857,100,20,None,500,35,2.619771242,simNo_2-s_10-m_20-n_100-k_78.SC.noisy,0.707213640,249,1751,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2778120,100,20,None,500,40,2.578795433,simNo_2-s_10-m_20-n_100-k_79.SC.noisy,0.699558735,248,1752,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1511087,100,20,None,500,41,2.607100487,simNo_2-s_10-m_20-n_100-k_80.SC.noisy,0.699766874,247,1753,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3453853,100,20,None,500,47,2.587078094,simNo_2-s_10-m_20-n_100-k_81.SC.noisy,0.707376242,246,1754,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9102838,100,20,None,500,46,2.724509239,simNo_2-s_10-m_20-n_100-k_82.SC.noisy,0.817871094,245,1755,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8490740,100,20,None,500,43,2.549717188,simNo_2-s_10-m_20-n_100-k_83.SC.noisy,0.682449818,244,1756,"cmp_algs_None,None,1_11-16-00-20-58.csv"
