hash,n,m,k,t,n_flips,runtime,file_name,internal_time,num_ones_noisy,num_zeros_noisy,Experiment_File  Name
2527139,20,20,None,120,1,0.545235872,simNo_6-s_10-m_20-n_20-k_3.SC.noisy,0.128352165,73,327,"cmp_algs_None,None,1_11-14-20-44-39.csv"
5258895,20,20,None,120,3,0.542611599,simNo_6-s_10-m_20-n_20-k_7.SC.noisy,0.128703117,69,331,"cmp_algs_None,None,1_11-14-20-44-39.csv"
5446731,40,20,None,120,10,1.090711117,simNo_6-s_10-m_20-n_40-k_16.SC.noisy,0.267039537,145,655,"cmp_algs_None,None,1_11-14-20-44-39.csv"
6320655,40,20,None,120,16,1.085350037,simNo_6-s_10-m_20-n_40-k_32.SC.noisy,0.267341375,129,671,"cmp_algs_None,None,1_11-14-20-44-39.csv"
3798129,40,20,None,120,3,1.111378670,simNo_6-s_10-m_20-n_40-k_8.SC.noisy,0.266553640,153,647,"cmp_algs_None,None,1_11-14-20-44-39.csv"
8569086,80,20,None,120,6,2.230243444,simNo_6-s_10-m_20-n_80-k_14.SC.noisy,0.540536404,282,1318,"cmp_algs_None,None,1_11-14-20-44-39.csv"
6856022,80,20,None,120,19,2.262388229,simNo_6-s_10-m_20-n_80-k_29.SC.noisy,0.545908928,267,1333,"cmp_algs_None,None,1_11-14-20-44-39.csv"
8724028,80,20,None,120,36,2.303540945,simNo_6-s_10-m_20-n_80-k_59.SC.noisy,0.618170261,237,1363,"cmp_algs_None,None,1_11-14-20-44-39.csv"
6293018,20,40,None,120,10,2.257339716,simNo_6-s_10-m_40-n_20-k_16.SC.noisy,0.559179544,144,656,"cmp_algs_None,None,1_11-14-20-44-39.csv"
4749887,20,40,None,120,19,2.278751135,simNo_6-s_10-m_40-n_20-k_32.SC.noisy,0.571648836,128,672,"cmp_algs_None,None,1_11-14-20-44-39.csv"
5548002,20,40,None,120,3,2.254279613,simNo_6-s_10-m_40-n_20-k_8.SC.noisy,0.553043127,152,648,"cmp_algs_None,None,1_11-14-20-44-39.csv"
6405543,40,40,None,120,12,4.631395340,simNo_6-s_10-m_40-n_40-k_16.SC.noisy,1.279750109,310,1290,"cmp_algs_None,None,1_11-14-20-44-39.csv"
8082268,40,40,None,120,19,4.688084841,simNo_6-s_10-m_40-n_40-k_32.SC.noisy,1.285127878,294,1306,"cmp_algs_None,None,1_11-14-20-44-39.csv"
7778418,40,40,None,120,37,4.669517994,simNo_6-s_10-m_40-n_40-k_65.SC.noisy,1.289876223,261,1339,"cmp_algs_None,None,1_11-14-20-44-39.csv"
7115653,80,40,None,120,74,36.838110209,simNo_6-s_10-m_40-n_80-k_105.SC.noisy,30.075754881,424,2776,"cmp_algs_None,None,1_11-14-20-44-39.csv"
6213618,80,40,None,120,15,9.904922485,simNo_6-s_10-m_40-n_80-k_26.SC.noisy,3.212367535,503,2697,"cmp_algs_None,None,1_11-14-20-44-39.csv"
4349238,80,40,None,120,34,11.026219130,simNo_6-s_10-m_40-n_80-k_52.SC.noisy,4.272424459,477,2723,"cmp_algs_None,None,1_11-14-20-44-39.csv"
579537,20,80,None,120,11,13.206492662,simNo_6-s_10-m_80-n_20-k_16.SC.noisy,6.298810959,304,1296,"cmp_algs_None,None,1_11-14-20-44-39.csv"
4048708,20,80,None,120,20,14.148053646,simNo_6-s_10-m_80-n_20-k_32.SC.noisy,7.242154837,288,1312,"cmp_algs_None,None,1_11-14-20-44-39.csv"
7515938,20,80,None,120,41,34.327506542,simNo_6-s_10-m_80-n_20-k_64.SC.noisy,27.509397984,256,1344,"cmp_algs_None,None,1_11-14-20-44-39.csv"
2481806,40,80,None,120,92,115.328438759,simNo_6-s_10-m_80-n_40-k_125.SC.noisy,101.871938944,502,2698,"cmp_algs_None,None,1_11-14-20-44-39.csv"
7141384,40,80,None,120,18,20.609033585,simNo_6-s_10-m_80-n_40-k_31.SC.noisy,7.110502958,596,2604,"cmp_algs_None,None,1_11-14-20-44-39.csv"
4409329,40,80,None,120,41,26.413460493,simNo_6-s_10-m_80-n_40-k_62.SC.noisy,12.994618416,565,2635,"cmp_algs_None,None,1_11-14-20-44-39.csv"
8232919,80,80,None,120,52,124.653110981,simNo_6-s_10-m_80-n_80-k_70.SC.noisy,98.150737762,1344,5056,"cmp_algs_None,None,1_11-14-20-44-39.csv"
5807331,20,20,None,120,0,0.545866966,simNo_7-s_10-m_20-n_20-k_2.SC.noisy,0.127869844,45,355,"cmp_algs_None,None,1_11-14-20-44-39.csv"
2300323,20,20,None,120,2,0.547233105,simNo_7-s_10-m_20-n_20-k_4.SC.noisy,0.127661228,43,357,"cmp_algs_None,None,1_11-14-20-44-39.csv"
6256234,20,20,None,120,3,0.543846607,simNo_7-s_10-m_20-n_20-k_9.SC.noisy,0.126162052,38,362,"cmp_algs_None,None,1_11-14-20-44-39.csv"
2428138,40,20,None,120,12,1.092377901,simNo_7-s_10-m_20-n_40-k_19.SC.noisy,0.265069246,174,626,"cmp_algs_None,None,1_11-14-20-44-39.csv"
3870609,40,20,None,120,27,1.085838318,simNo_7-s_10-m_20-n_40-k_38.SC.noisy,0.265205860,155,645,"cmp_algs_None,None,1_11-14-20-44-39.csv"
8748011,40,20,None,120,7,1.115777254,simNo_7-s_10-m_20-n_40-k_9.SC.noisy,0.267037868,184,616,"cmp_algs_None,None,1_11-14-20-44-39.csv"
6884309,80,20,None,120,13,2.229319096,simNo_7-s_10-m_20-n_80-k_19.SC.noisy,0.538907766,362,1238,"cmp_algs_None,None,1_11-14-20-44-39.csv"
3354769,80,20,None,120,25,2.353887081,simNo_7-s_10-m_20-n_80-k_38.SC.noisy,0.643337488,343,1257,"cmp_algs_None,None,1_11-14-20-44-39.csv"
1548847,80,20,None,120,49,2.458565235,simNo_7-s_10-m_20-n_80-k_76.SC.noisy,0.760319471,305,1295,"cmp_algs_None,None,1_11-14-20-44-39.csv"
4145433,20,40,None,120,12,2.264333725,simNo_7-s_10-m_40-n_20-k_15.SC.noisy,0.557080507,287,513,"cmp_algs_None,None,1_11-14-20-44-39.csv"
2231358,20,40,None,120,24,2.263118744,simNo_7-s_10-m_40-n_20-k_30.SC.noisy,0.561251640,272,528,"cmp_algs_None,None,1_11-14-20-44-39.csv"
2031050,20,40,None,120,40,2.284763336,simNo_7-s_10-m_40-n_20-k_60.SC.noisy,0.561840773,242,558,"cmp_algs_None,None,1_11-14-20-44-39.csv"
1802375,40,40,None,120,102,7.448389769,simNo_7-s_10-m_40-n_40-k_124.SC.noisy,4.094185114,496,1104,"cmp_algs_None,None,1_11-14-20-44-39.csv"
2741187,40,40,None,120,25,5.060227394,simNo_7-s_10-m_40-n_40-k_31.SC.noisy,1.660130978,589,1011,"cmp_algs_None,None,1_11-14-20-44-39.csv"
7956611,40,40,None,120,53,4.687322855,simNo_7-s_10-m_40-n_40-k_62.SC.noisy,1.295925856,558,1042,"cmp_algs_None,None,1_11-14-20-44-39.csv"
178332,80,40,None,120,108,11.106066942,simNo_7-s_10-m_40-n_80-k_121.SC.noisy,4.337044239,1092,2108,"cmp_algs_None,None,1_11-14-20-44-39.csv"
6490481,80,40,None,120,208,36.721797228,simNo_7-s_10-m_40-n_80-k_242.SC.noisy,30.008339405,971,2229,"cmp_algs_None,None,1_11-14-20-44-39.csv"
7842319,80,40,None,120,50,10.411463022,simNo_7-s_10-m_40-n_80-k_60.SC.noisy,3.659281969,1153,2047,"cmp_algs_None,None,1_11-14-20-44-39.csv"
7635315,20,80,None,120,10,10.005091429,simNo_7-s_10-m_80-n_20-k_18.SC.noisy,3.168267012,355,1245,"cmp_algs_None,None,1_11-14-20-44-39.csv"
4385274,20,80,None,120,25,10.051359892,simNo_7-s_10-m_80-n_20-k_37.SC.noisy,3.219689608,336,1264,"cmp_algs_None,None,1_11-14-20-44-39.csv"
6216975,20,80,None,120,47,35.348477840,simNo_7-s_10-m_80-n_20-k_74.SC.noisy,28.483753443,299,1301,"cmp_algs_None,None,1_11-14-20-44-39.csv"
9005451,40,80,None,120,83,28.232884407,simNo_7-s_10-m_80-n_40-k_120.SC.noisy,14.639782667,480,2720,"cmp_algs_None,None,1_11-14-20-44-39.csv"
8306944,40,80,None,120,25,23.197486877,simNo_7-s_10-m_80-n_40-k_30.SC.noisy,9.678798437,570,2630,"cmp_algs_None,None,1_11-14-20-44-39.csv"
3117820,40,80,None,120,41,26.133280516,simNo_7-s_10-m_80-n_40-k_60.SC.noisy,12.247278929,540,2660,"cmp_algs_None,None,1_11-14-20-44-39.csv"
5814138,80,80,None,120,98,54.676987886,simNo_7-s_10-m_80-n_80-k_125.SC.noisy,27.487146854,1133,5267,"cmp_algs_None,None,1_11-14-20-44-39.csv"
5407931,80,80,None,120,195,59.419821739,simNo_7-s_10-m_80-n_80-k_251.SC.noisy,32.586949110,1007,5393,"cmp_algs_None,None,1_11-14-20-44-39.csv"
7769185,80,80,None,120,51,52.461284876,simNo_7-s_10-m_80-n_80-k_62.SC.noisy,25.852948904,1196,5204,"cmp_algs_None,None,1_11-14-20-44-39.csv"
4301455,20,20,None,120,14,0.544131756,simNo_8-s_10-m_20-n_20-k_18.SC.noisy,0.128863096,75,325,"cmp_algs_None,None,1_11-14-20-44-39.csv"
9883426,20,20,None,120,3,0.543110371,simNo_8-s_10-m_20-n_20-k_4.SC.noisy,0.127124786,89,311,"cmp_algs_None,None,1_11-14-20-44-39.csv"
9074727,20,20,None,120,3,0.543577671,simNo_8-s_10-m_20-n_20-k_9.SC.noisy,0.127165079,84,316,"cmp_algs_None,None,1_11-14-20-44-39.csv"
5877735,40,20,None,120,14,1.084214449,simNo_8-s_10-m_20-n_40-k_19.SC.noisy,0.262474537,172,628,"cmp_algs_None,None,1_11-14-20-44-39.csv"
838175,40,20,None,120,21,1.080992699,simNo_8-s_10-m_20-n_40-k_38.SC.noisy,0.265284061,153,647,"cmp_algs_None,None,1_11-14-20-44-39.csv"
2403589,40,20,None,120,3,1.114989758,simNo_8-s_10-m_20-n_40-k_9.SC.noisy,0.265429497,182,618,"cmp_algs_None,None,1_11-14-20-44-39.csv"
7284975,80,20,None,120,11,2.463903189,simNo_8-s_10-m_20-n_80-k_17.SC.noisy,0.780244112,323,1277,"cmp_algs_None,None,1_11-14-20-44-39.csv"
604872,80,20,None,120,22,2.257251263,simNo_8-s_10-m_20-n_80-k_34.SC.noisy,0.548157930,306,1294,"cmp_algs_None,None,1_11-14-20-44-39.csv"
1939107,80,20,None,120,47,2.300487995,simNo_8-s_10-m_20-n_80-k_68.SC.noisy,0.605508327,272,1328,"cmp_algs_None,None,1_11-14-20-44-39.csv"
6328999,20,40,None,120,6,2.548726320,simNo_8-s_10-m_40-n_20-k_12.SC.noisy,0.851187229,110,690,"cmp_algs_None,None,1_11-14-20-44-39.csv"
1779555,20,40,None,120,10,2.262666225,simNo_8-s_10-m_40-n_20-k_24.SC.noisy,0.560976744,98,702,"cmp_algs_None,None,1_11-14-20-44-39.csv"
8208743,20,40,None,120,1,2.261848211,simNo_8-s_10-m_40-n_20-k_6.SC.noisy,0.564396143,116,684,"cmp_algs_None,None,1_11-14-20-44-39.csv"
7321502,40,40,None,120,11,4.643143654,simNo_8-s_10-m_40-n_40-k_15.SC.noisy,1.274403334,287,1313,"cmp_algs_None,None,1_11-14-20-44-39.csv"
3442289,40,40,None,120,19,5.336313248,simNo_8-s_10-m_40-n_40-k_30.SC.noisy,1.939985752,272,1328,"cmp_algs_None,None,1_11-14-20-44-39.csv"
3538597,40,40,None,120,36,7.058462143,simNo_8-s_10-m_40-n_40-k_60.SC.noisy,3.667823315,242,1358,"cmp_algs_None,None,1_11-14-20-44-39.csv"
1801325,80,40,None,120,82,39.067582130,simNo_8-s_10-m_40-n_80-k_117.SC.noisy,32.282973051,469,2731,"cmp_algs_None,None,1_11-14-20-44-39.csv"
8464290,80,40,None,120,18,10.338463068,simNo_8-s_10-m_40-n_80-k_29.SC.noisy,3.598861933,557,2643,"cmp_algs_None,None,1_11-14-20-44-39.csv"
1836312,80,40,None,120,43,17.145696402,simNo_8-s_10-m_40-n_80-k_58.SC.noisy,10.418473959,528,2672,"cmp_algs_None,None,1_11-14-20-44-39.csv"
1469396,20,80,None,120,14,9.761765242,simNo_8-s_10-m_80-n_20-k_19.SC.noisy,2.901982307,376,1224,"cmp_algs_None,None,1_11-14-20-44-39.csv"
4580687,20,80,None,120,24,11.459762812,simNo_8-s_10-m_80-n_20-k_39.SC.noisy,4.578680754,356,1244,"cmp_algs_None,None,1_11-14-20-44-39.csv"
3238699,20,80,None,120,51,10.007535219,simNo_8-s_10-m_80-n_20-k_79.SC.noisy,3.217108488,316,1284,"cmp_algs_None,None,1_11-14-20-44-39.csv"
2822185,40,80,None,120,110,48.362421274,simNo_8-s_10-m_80-n_40-k_147.SC.noisy,34.843111992,590,2610,"cmp_algs_None,None,1_11-14-20-44-39.csv"
6658532,40,80,None,120,21,20.408937693,simNo_8-s_10-m_80-n_40-k_36.SC.noisy,6.849522352,701,2499,"cmp_algs_None,None,1_11-14-20-44-39.csv"
9863516,40,80,None,120,50,20.930958748,simNo_8-s_10-m_80-n_40-k_73.SC.noisy,7.454860926,664,2536,"cmp_algs_None,None,1_11-14-20-44-39.csv"
3672455,80,80,None,120,127,58.412381887,simNo_8-s_10-m_80-n_80-k_151.SC.noisy,31.442190886,1363,5037,"cmp_algs_None,None,1_11-14-20-44-39.csv"
7891557,80,80,None,120,245,81.545261145,simNo_8-s_10-m_80-n_80-k_302.SC.noisy,54.797187567,1212,5188,"cmp_algs_None,None,1_11-14-20-44-39.csv"
4039525,80,80,None,120,54,51.386031866,simNo_8-s_10-m_80-n_80-k_75.SC.noisy,24.968219280,1439,4961,"cmp_algs_None,None,1_11-14-20-44-39.csv"
3021405,20,20,None,120,6,0.548061609,simNo_9-s_10-m_20-n_20-k_17.SC.noisy,0.129481792,71,329,"cmp_algs_None,None,1_11-14-20-44-39.csv"
3730026,20,20,None,120,1,0.545041323,simNo_9-s_10-m_20-n_20-k_4.SC.noisy,0.128412724,84,316,"cmp_algs_None,None,1_11-14-20-44-39.csv"
9368479,20,20,None,120,4,0.543799400,simNo_9-s_10-m_20-n_20-k_8.SC.noisy,0.128170729,80,320,"cmp_algs_None,None,1_11-14-20-44-39.csv"
5099022,40,20,None,120,8,1.083073854,simNo_9-s_10-m_20-n_40-k_15.SC.noisy,0.263624191,142,658,"cmp_algs_None,None,1_11-14-20-44-39.csv"
2359201,40,20,None,120,16,1.122584343,simNo_9-s_10-m_20-n_40-k_31.SC.noisy,0.306115150,126,674,"cmp_algs_None,None,1_11-14-20-44-39.csv"
3183723,40,20,None,120,4,1.107555151,simNo_9-s_10-m_20-n_40-k_7.SC.noisy,0.266542435,150,650,"cmp_algs_None,None,1_11-14-20-44-39.csv"
3400162,80,20,None,120,7,2.225526333,simNo_9-s_10-m_20-n_80-k_14.SC.noisy,0.536868334,275,1325,"cmp_algs_None,None,1_11-14-20-44-39.csv"
701379,80,20,None,120,16,2.269491673,simNo_9-s_10-m_20-n_80-k_28.SC.noisy,0.554699421,261,1339,"cmp_algs_None,None,1_11-14-20-44-39.csv"
4494787,80,20,None,120,29,2.463468552,simNo_9-s_10-m_20-n_80-k_57.SC.noisy,0.763818264,232,1368,"cmp_algs_None,None,1_11-14-20-44-39.csv"
8588548,20,40,None,120,5,2.557785273,simNo_9-s_10-m_40-n_20-k_12.SC.noisy,0.849933147,109,691,"cmp_algs_None,None,1_11-14-20-44-39.csv"
6182470,20,40,None,120,8,2.271252871,simNo_9-s_10-m_40-n_20-k_24.SC.noisy,0.562164545,97,703,"cmp_algs_None,None,1_11-14-20-44-39.csv"
6091315,20,40,None,120,2,2.268504858,simNo_9-s_10-m_40-n_20-k_6.SC.noisy,0.558295250,115,685,"cmp_algs_None,None,1_11-14-20-44-39.csv"
2668580,40,40,None,120,8,4.662062883,simNo_9-s_10-m_40-n_40-k_14.SC.noisy,1.277268410,276,1324,"cmp_algs_None,None,1_11-14-20-44-39.csv"
3563107,40,40,None,120,19,5.541115522,simNo_9-s_10-m_40-n_40-k_29.SC.noisy,2.125638485,261,1339,"cmp_algs_None,None,1_11-14-20-44-39.csv"
3838961,40,40,None,120,35,5.323800802,simNo_9-s_10-m_40-n_40-k_58.SC.noisy,1.925319672,232,1368,"cmp_algs_None,None,1_11-14-20-44-39.csv"
216113,80,40,None,120,82,42.161510706,simNo_9-s_10-m_40-n_80-k_118.SC.noisy,35.328214884,475,2725,"cmp_algs_None,None,1_11-14-20-44-39.csv"
4114537,80,40,None,120,18,10.883675575,simNo_9-s_10-m_40-n_80-k_29.SC.noisy,4.145401955,564,2636,"cmp_algs_None,None,1_11-14-20-44-39.csv"
9299091,80,40,None,120,40,12.482240438,simNo_9-s_10-m_40-n_80-k_59.SC.noisy,5.751051188,534,2666,"cmp_algs_None,None,1_11-14-20-44-39.csv"
1734601,20,80,None,120,5,11.852910757,simNo_9-s_10-m_80-n_20-k_12.SC.noisy,4.996512175,247,1353,"cmp_algs_None,None,1_11-14-20-44-39.csv"
7757872,20,80,None,120,10,10.111712694,simNo_9-s_10-m_80-n_20-k_25.SC.noisy,3.231940269,234,1366,"cmp_algs_None,None,1_11-14-20-44-39.csv"
300720,20,80,None,120,22,15.167433500,simNo_9-s_10-m_80-n_20-k_51.SC.noisy,8.316557884,208,1392,"cmp_algs_None,None,1_11-14-20-44-39.csv"
1705133,40,80,None,120,71,28.264596462,simNo_9-s_10-m_80-n_40-k_109.SC.noisy,14.696126938,437,2763,"cmp_algs_None,None,1_11-14-20-44-39.csv"
7831551,40,80,None,120,16,23.779341221,simNo_9-s_10-m_80-n_40-k_27.SC.noisy,10.220229626,519,2681,"cmp_algs_None,None,1_11-14-20-44-39.csv"
6041374,40,80,None,120,33,27.445464611,simNo_9-s_10-m_80-n_40-k_54.SC.noisy,13.926339626,492,2708,"cmp_algs_None,None,1_11-14-20-44-39.csv"
3334166,80,80,None,120,42,56.012834549,simNo_9-s_10-m_80-n_80-k_60.SC.noisy,29.267636061,1144,5256,"cmp_algs_None,None,1_11-14-20-44-39.csv"
5741850,80,80,None,3000,96,270.178482771,simNo_1-s_10-m_80-n_80-k_126.SC.noisy,245.354176044,1143,5257,"cmp_algs_None,None,1_11-14-23-07-32.csv"
3499721,80,80,None,3000,207,335.590902567,simNo_1-s_10-m_80-n_80-k_253.SC.noisy,310.938791990,1016,5384,"cmp_algs_None,None,1_11-14-23-07-32.csv"
1123384,80,80,None,3000,231,259.664805174,simNo_2-s_10-m_80-n_80-k_292.SC.noisy,235.199184179,1172,5228,"cmp_algs_None,None,1_11-14-23-07-32.csv"
8085449,80,80,None,3000,142,242.138286352,simNo_3-s_10-m_80-n_80-k_195.SC.noisy,217.651680708,783,5617,"cmp_algs_None,None,1_11-14-23-07-32.csv"
6374917,80,80,None,3000,74,199.613762856,simNo_4-s_10-m_80-n_80-k_106.SC.noisy,175.017119408,956,5444,"cmp_algs_None,None,1_11-14-23-07-32.csv"
5671073,80,80,None,3000,144,226.495061159,simNo_4-s_10-m_80-n_80-k_212.SC.noisy,201.838866234,850,5550,"cmp_algs_None,None,1_11-14-23-07-32.csv"
6943155,80,80,None,3000,126,251.201381207,simNo_5-s_10-m_80-n_80-k_184.SC.noisy,226.624835253,739,5661,"cmp_algs_None,None,1_11-14-23-07-32.csv"
5570760,80,80,None,3000,110,222.109709024,simNo_6-s_10-m_80-n_80-k_141.SC.noisy,197.532345533,1273,5127,"cmp_algs_None,None,1_11-14-23-07-32.csv"
3525096,80,80,None,3000,232,246.775571346,simNo_6-s_10-m_80-n_80-k_282.SC.noisy,222.331480265,1132,5268,"cmp_algs_None,None,1_11-14-23-07-32.csv"
3628593,80,80,None,3000,83,274.523401022,simNo_9-s_10-m_80-n_80-k_120.SC.noisy,249.783542633,1084,5316,"cmp_algs_None,None,1_11-14-23-07-32.csv"
2019820,80,80,None,3000,177,353.428122997,simNo_9-s_10-m_80-n_80-k_240.SC.noisy,328.866617203,964,5436,"cmp_algs_None,None,1_11-14-23-07-32.csv"
3111159,100,20,None,500,6,3.646394253,simNo_1-s_10-m_20-n_100-k_10.SC.noisy,1.116958618,406,1594,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3295544,100,20,None,500,6,2.587901592,simNo_1-s_10-m_20-n_100-k_11.SC.noisy,0.711515188,405,1595,"cmp_algs_None,None,1_11-16-00-20-58.csv"
951881,100,20,None,500,5,2.626935720,simNo_1-s_10-m_20-n_100-k_12.SC.noisy,0.713460207,404,1596,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9841371,100,20,None,500,8,2.605288029,simNo_1-s_10-m_20-n_100-k_13.SC.noisy,0.711676836,403,1597,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8750320,100,20,None,500,8,2.633070469,simNo_1-s_10-m_20-n_100-k_14.SC.noisy,0.718322277,402,1598,"cmp_algs_None,None,1_11-16-00-20-58.csv"
4904091,100,20,None,500,7,2.586735487,simNo_1-s_10-m_20-n_100-k_15.SC.noisy,0.704885960,401,1599,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9192970,100,20,None,500,12,2.960381985,simNo_1-s_10-m_20-n_100-k_16.SC.noisy,1.043887377,400,1600,"cmp_algs_None,None,1_11-16-00-20-58.csv"
5070580,100,20,None,500,11,2.866966009,simNo_1-s_10-m_20-n_100-k_17.SC.noisy,0.991952419,399,1601,"cmp_algs_None,None,1_11-16-00-20-58.csv"
4627033,100,20,None,500,12,2.664715052,simNo_1-s_10-m_20-n_100-k_18.SC.noisy,0.713953495,398,1602,"cmp_algs_None,None,1_11-16-00-20-58.csv"
698406,100,20,None,500,12,2.579602957,simNo_1-s_10-m_20-n_100-k_19.SC.noisy,0.702024698,397,1603,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1188353,100,20,None,500,14,2.951087236,simNo_1-s_10-m_20-n_100-k_20.SC.noisy,1.052343845,396,1604,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8936673,100,20,None,500,11,2.605860710,simNo_1-s_10-m_20-n_100-k_21.SC.noisy,0.697788477,395,1605,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8336550,100,20,None,500,14,2.916558504,simNo_1-s_10-m_20-n_100-k_22.SC.noisy,1.024299383,394,1606,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2788587,100,20,None,500,13,2.628425121,simNo_1-s_10-m_20-n_100-k_23.SC.noisy,0.712762356,393,1607,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2956465,100,20,None,500,16,2.935534954,simNo_1-s_10-m_20-n_100-k_24.SC.noisy,1.056583405,392,1608,"cmp_algs_None,None,1_11-16-00-20-58.csv"
6193961,100,20,None,500,14,2.611273527,simNo_1-s_10-m_20-n_100-k_25.SC.noisy,0.694289923,391,1609,"cmp_algs_None,None,1_11-16-00-20-58.csv"
6675912,100,20,None,500,16,2.610529661,simNo_1-s_10-m_20-n_100-k_26.SC.noisy,0.712928772,390,1610,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9653741,100,20,None,500,17,2.937531710,simNo_1-s_10-m_20-n_100-k_27.SC.noisy,1.051519871,389,1611,"cmp_algs_None,None,1_11-16-00-20-58.csv"
484834,100,20,None,500,20,3.072891235,simNo_1-s_10-m_20-n_100-k_28.SC.noisy,1.163369417,388,1612,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9164413,100,20,None,500,19,2.997579336,simNo_1-s_10-m_20-n_100-k_29.SC.noisy,1.116843224,387,1613,"cmp_algs_None,None,1_11-16-00-20-58.csv"
460886,100,20,None,500,20,3.267851830,simNo_1-s_10-m_20-n_100-k_30.SC.noisy,1.359357834,386,1614,"cmp_algs_None,None,1_11-16-00-20-58.csv"
5501460,100,20,None,500,19,2.565149307,simNo_1-s_10-m_20-n_100-k_31.SC.noisy,0.688882828,385,1615,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9583014,100,20,None,500,23,2.614148855,simNo_1-s_10-m_20-n_100-k_32.SC.noisy,0.700148582,384,1616,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2774355,100,20,None,500,23,2.562991619,simNo_1-s_10-m_20-n_100-k_33.SC.noisy,0.686974287,383,1617,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9549274,100,20,None,500,22,2.634292126,simNo_1-s_10-m_20-n_100-k_34.SC.noisy,0.708394766,382,1618,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3783713,100,20,None,500,20,2.578580379,simNo_1-s_10-m_20-n_100-k_35.SC.noisy,0.701920509,381,1619,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1905413,100,20,None,500,20,2.905465364,simNo_1-s_10-m_20-n_100-k_36.SC.noisy,1.001136780,380,1620,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7013259,100,20,None,500,26,2.598754883,simNo_1-s_10-m_20-n_100-k_37.SC.noisy,0.688561678,379,1621,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7901093,100,20,None,500,23,2.975855589,simNo_1-s_10-m_20-n_100-k_38.SC.noisy,1.083995104,378,1622,"cmp_algs_None,None,1_11-16-00-20-58.csv"
4034897,100,20,None,500,27,3.034689188,simNo_1-s_10-m_20-n_100-k_39.SC.noisy,1.129075766,377,1623,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7614271,100,20,None,500,27,2.679678917,simNo_1-s_10-m_20-n_100-k_40.SC.noisy,0.796423674,376,1624,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7160674,100,20,None,500,21,3.001100063,simNo_1-s_10-m_20-n_100-k_41.SC.noisy,1.091989517,375,1625,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8406296,100,20,None,500,24,2.813541651,simNo_1-s_10-m_20-n_100-k_42.SC.noisy,0.930907965,374,1626,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3463224,100,20,None,500,25,2.958209991,simNo_1-s_10-m_20-n_100-k_43.SC.noisy,1.084219456,373,1627,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7793739,100,20,None,500,29,2.667588949,simNo_1-s_10-m_20-n_100-k_44.SC.noisy,0.709661484,372,1628,"cmp_algs_None,None,1_11-16-00-20-58.csv"
6999533,100,20,None,500,24,2.729449511,simNo_1-s_10-m_20-n_100-k_45.SC.noisy,0.826347589,371,1629,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2146804,100,20,None,500,28,2.616594553,simNo_1-s_10-m_20-n_100-k_46.SC.noisy,0.698235750,370,1630,"cmp_algs_None,None,1_11-16-00-20-58.csv"
4863256,100,20,None,500,24,2.557219744,simNo_1-s_10-m_20-n_100-k_47.SC.noisy,0.679373026,369,1631,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8860900,100,20,None,500,29,2.595482588,simNo_1-s_10-m_20-n_100-k_48.SC.noisy,0.685309410,368,1632,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7375174,100,20,None,500,30,2.696187973,simNo_1-s_10-m_20-n_100-k_49.SC.noisy,0.807770729,367,1633,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1337996,100,20,None,500,23,2.616413116,simNo_1-s_10-m_20-n_100-k_50.SC.noisy,0.698371887,366,1634,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7039879,100,20,None,500,33,2.573651791,simNo_1-s_10-m_20-n_100-k_51.SC.noisy,0.690615892,365,1635,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7616164,100,20,None,500,33,2.609974384,simNo_1-s_10-m_20-n_100-k_52.SC.noisy,0.706651926,364,1636,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9045777,100,20,None,500,31,2.903136253,simNo_1-s_10-m_20-n_100-k_53.SC.noisy,0.988493919,363,1637,"cmp_algs_None,None,1_11-16-00-20-58.csv"
