,hash,n,m,nf,method,runtime,cf,internalTime,avgNodeTime,modelPreperationTime,nNodes,optimizationTime,terminationCond
0,5716192,20,5,31,PhISCS_I_,0.07719826698303223,1.0,0.03982281684875488,,,,,
1,5716192,20,5,31,PhISCS_B_,0.0158536434173584,1.0,0.00613713264465332,,,,,
2,5716192,20,5,31,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.33584117889404297,1.0,0.30307459831237793,0.008191205359793998,0.05047130584716797,37,0.20724797248840332,optimality
3,5716192,20,5,35,BnB_DynamicMWMBounding_None_False,60.003211975097656,1.0,60.001713514328,0.003419875378417099,,17545,,time_limit
4,7592566,20,5,16,PhISCS_I_,0.03670978546142578,1.0,0.009305000305175781,,,,,
5,7592566,20,5,16,PhISCS_B_,0.01212453842163086,1.0,0.0029609203338623047,,,,,
6,7592566,20,5,16,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.15833449363708496,1.0,0.13013577461242676,0.007655045565436868,0.03340554237365723,17,0.09020280838012695,optimality
7,7592566,20,5,16,BnB_DynamicMWMBounding_None_False,9.02800440788269,1.0,9.026669025421143,0.0029278848606620637,,3083,,optimality
8,1193552,20,5,26,PhISCS_I_,0.06163954734802246,1.0,0.03411149978637695,,,,,
9,1193552,20,5,26,PhISCS_B_,0.013192176818847656,1.0,0.005036592483520508,,,,,
10,1193552,20,5,26,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.26493215560913086,1.0,0.2377924919128418,0.007670725545575542,0.04369306564331055,31,0.16153812408447266,optimality
11,1193552,20,5,27,BnB_DynamicMWMBounding_None_False,60.00435137748718,1.0,60.00299024581909,0.0031458000548295634,,19074,,time_limit
12,6646029,20,5,27,PhISCS_I_,0.06529879570007324,1.0,0.03754878044128418,,,,,
13,6646029,20,5,27,PhISCS_B_,0.014390230178833008,1.0,0.006112098693847656,,,,,
14,6646029,20,5,27,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.7032413482666016,1.0,0.6750311851501465,0.0064288684300013955,0.07593297958374023,105,0.46376872062683105,optimality
15,6646029,20,5,30,BnB_DynamicMWMBounding_None_False,60.00529599189758,1.0,60.0039587020874,0.0034562501412411383,,17361,,time_limit
16,5890691,20,5,26,PhISCS_I_,0.06236600875854492,1.0,0.035349130630493164,,,,,
17,5890691,20,5,26,PhISCS_B_,0.012632369995117188,1.0,0.0046045780181884766,,,,,
18,5890691,20,5,26,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,3.870241403579712,1.0,3.8424882888793945,0.005192551741728912,0.336667537689209,740,2.605989694595337,optimality
19,5890691,20,5,30,BnB_DynamicMWMBounding_None_False,60.00402879714966,1.0,60.00256872177124,0.003196556854817071,,18771,,time_limit
