,hash,n,m,nf,method,runtime,cf,internalTime,avgNodeTime,modelPreperationTime,nNodes,optimizationTime,terminationCond
0,6847502,11,9,24,PhISCS_I_,0.0734405517578125,1.0,0.018988609313964844,,,,,
1,6847502,11,9,24,PhISCS_B_,0.01893019676208496,1.0,0.004984855651855469,,,,,
2,6847502,11,9,24,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.4145846366882324,1.0,0.36325860023498535,0.014530344009399414,0.05476045608520508,25,0.30306434631347656,optimality
3,6847502,11,9,26,BnB_DynamicMWMBounding_None_False,60.01116895675659,1.0,60.00871419906616,0.005840264155626877,,10275,,time_limit
4,3955653,11,9,15,PhISCS_I_,0.06051230430603027,1.0,0.017045259475708008,,,,,
5,3955653,11,9,15,PhISCS_B_,0.015473127365112305,1.0,0.0029757022857666016,,,,,
6,3955653,11,9,15,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.263822078704834,1.0,0.21660900115966797,0.013538062572479248,0.048323631286621094,16,0.18393611907958984,optimality
7,3955653,11,9,15,BnB_DynamicMWMBounding_None_False,7.871898651123047,1.0,7.869762897491455,0.005222138618109791,,1507,,optimality
8,9246189,11,9,20,PhISCS_I_,0.05978202819824219,1.0,0.016231775283813477,,,,,
9,9246189,11,9,20,PhISCS_B_,0.01622915267944336,1.0,0.003945827484130859,,,,,
10,9246189,11,9,20,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.3325989246368408,1.0,0.28714728355407715,0.013673680169241769,0.05195188522338867,21,0.2372150421142578,optimality
11,9246189,11,9,20,BnB_DynamicMWMBounding_None_False,35.42176151275635,1.0,35.41941809654236,0.005080966589663227,,6971,,optimality
12,8452250,11,9,21,PhISCS_I_,0.08718276023864746,1.0,0.04210066795349121,,,,,
13,8452250,11,9,21,PhISCS_B_,0.017434120178222656,1.0,0.004467010498046875,,,,,
14,8452250,11,9,21,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.3458437919616699,1.0,0.29954957962036133,0.013023894766102667,0.0533444881439209,23,0.24785852432250977,optimality
15,8452250,11,9,21,BnB_DynamicMWMBounding_None_False,60.01043105125427,1.0,60.00800323486328,0.00572431586710515,,10483,,time_limit
16,9875076,11,9,19,PhISCS_I_,0.07744789123535156,1.0,0.03135275840759277,,,,,
17,9875076,11,9,19,PhISCS_B_,0.017414569854736328,1.0,0.003862619400024414,,,,,
18,9875076,11,9,19,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.30373668670654297,1.0,0.256472110748291,0.01282360553741455,0.05181145668029785,20,0.2116689682006836,optimality
19,9875076,11,9,19,BnB_DynamicMWMBounding_None_False,54.49851179122925,1.0,54.49603748321533,0.005222428124888868,,10435,,optimality
20,3945420,11,9,25,PhISCS_I_,0.11131858825683594,1.0,0.06533074378967285,,,,,
21,3945420,11,9,25,PhISCS_B_,0.019163131713867188,1.0,0.00586390495300293,,,,,
22,3945420,11,9,25,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.6859948635101318,1.0,0.6384451389312744,0.009252828100453253,0.06459784507751465,69,0.5319235324859619,optimality
23,3945420,11,9,25,BnB_DynamicMWMBounding_None_False,60.00399565696716,1.0,60.001779317855835,0.005506265882156174,,10897,,time_limit
24,1525969,11,9,21,PhISCS_I_,0.11890673637390137,1.0,0.07167863845825195,,,,,
25,1525969,11,9,21,PhISCS_B_,0.018366336822509766,1.0,0.004763126373291016,,,,,
26,1525969,11,9,21,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,2.986098051071167,1.0,2.93835186958313,0.008162088526619805,0.16268086433410645,360,2.3955609798431396,optimality
27,1525969,11,9,21,BnB_DynamicMWMBounding_None_False,60.01287388801575,1.0,60.010361433029175,0.0058518148642641805,,10255,,time_limit
28,6428596,11,9,24,PhISCS_I_,0.0624241828918457,1.0,0.017566919326782227,,,,,
29,6428596,11,9,24,PhISCS_B_,0.01754021644592285,1.0,0.004975795745849609,,,,,
30,6428596,11,9,24,BnB_SemiDynamicLPBounding_None_True_Gurobi_-1,0.42315149307250977,1.0,0.37365055084228516,0.014946022033691407,0.0588529109954834,25,0.3128640651702881,optimality
